FormID, EditorID, Data
0x000657EE,"sWorkshopCrewAssigned","Crew members are assigned to this Outpost."
0x000657EF,"sPropModNameWeapDamageOutOfRangeDamageMult","OutOfRangeDamageMult"
0x000657F0,"sPlanetResourceInorganicAbundance03","Rich"
0x000657F1,"sPropModNameWeapAimAimAssistDataOuterSteeringRing","OuterSteeringRing"
0x000657F2,"sPropModNameWeapPowerPowerAVIF","PowerAVIF"
0x000657F3,"sHairColor09","sHairColor09"
0x000657F4,"sMiscStatOrganicResourcesGathered","Organic Resources Gathered"
0x000657F5,"sPropModNameWeapPowerConsumeAmmo","ConsumeAmmo"
0x000657F6,"sSurvivalString","Survival"
0x000657F7,"sPropModNameWeapFiringHasDualTrigger","HasDualTrigger"
0x000657F8,"sCannotOpenPhotoModeFurniture","Cannot use Photo Mode with this furniture."
0x000657F9,"sExitsaveAbbrev","EXIT"
0x000657FA,"sPropModNameWeapAimAimDownSightDataImageSpaceMod","ImageSpaceMod"
0x000657FB,"sMiscStatPowersLearned","Powers Learned"
0x000657FC,"sCannotOpenPhotoModeAnim","Wait for animation to finish."
0x000657FD,"sPropModNameWeapAimAimModelDataRecoilDiminishSightsMult","RecoilDiminishSightsMult"
0x000657FE,"sWorkshopPlacement_OUTSIDE_BUILD_AREA","Cannot place item: Outside the build area."
0x00065800,"sChargenHair","Hair"
0x00065801,"sDefaultPlayerAddressFileNonbinary","Captain"
0x0006618A,"sPropModNameArmoTransientModCount","ModCount"
0x000666D9,"fCombatShipBoostWaitForBoostTime","5.000000"
0x00066A77,"sPropModNameWeapFiringFireSeconds","FireSeconds"
0x00066DC6,"fPhysicalMaxDamageReduction","0.850000"
0x00066DC7,"fPhysicalMinDamageReduction","0.050000"
0x0006701B,"fSpaceshipPhysicsLinDamping","0.125000"
0x0006701C,"fSpaceshipPhysicsAngDamping","0.025000"
0x000677C1,"fAllowedBlendLipMorphOutSpeedPerSecond","0.200000"
0x00068BCD,"fDamagedHealthRegenDelay","0.500000"
0x00068C99,"fSandBoxRadiusHysteresis","3.571875"
0x00068FB5,"sWorkshopAutoExitCanceledMessage","Outpost auto exit canceled."
0x00068FB9,"sMiscStatLaserKills","Laser Kills"
0x00068FC6,"sMiscStatCreditsFound","Credits Found"
0x00068FC8,"sPropModNameWeapAimAimAssistDataADSMultiplierFriction","ADSMultiplierFriction"
0x00068FD9,"sYesToAll","Yes to All"
0x0006956A,"fSpaceshipCollisionRot","0.100000"
0x0006956B,"fSpaceshipCollisionImpulse","0.000500"
0x0006956C,"fSpaceshipCollisionDuration","1.000000"
0x0006956D,"fSpaceshipDestructionMinPiecesMult","0.020000"
0x00069832,"fBaseCloudCardPivotStartAngle","30.000000"
0x00069B44,"fAirborneFallingHighGravity","3.000000"
0x00069B45,"fAirborneFallingLowGravity","0.450000"
0x00069B46,"fAirborneFallingStandardGravity","1.850000"
0x00069B47,"fAirborneJumpingHighGravity","1.000000"
0x00069B48,"fAirborneJumpingLowGravity","0.420000"
0x00069B49,"fAirborneJumpingStandardGravity","1.000000"
0x00069F46,"fDamageSneakAttackMult","1.000000"
0x00069F47,"fCombatSneak2HSwordMult","3.000000"
0x00069F48,"fCombatSneak2HAxeMult","3.000000"
0x0006A237,"sWorkshopOutpostPlacementError","You can't place an outpost here."
0x0006A238,"fSpaceshipDestructionMinPiecesBase","-100.000000"
0x0006A888,"fSpaceshipDestructionPieceSizeMin","0.025000"
0x0006A8E8,"iPerkSkillGroupUnlockTargetNumber","4"
0x0006AADD,"fSpaceshipInnerConeAngleDegrees","16.000000"
0x0006AADE,"fSpaceshipOuterConeAngleDegrees","25.200001"
0x0006B180,"fDispRoFMaxShotsPerSecond","100.000000"
0x0006BB5E,"fOxygenRestoreRate","4.000000"
0x0006BB5F,"fOxygenRunAndGunMult","0.000000"
0x0006BB60,"fOxygenSwitchWeapon","10.000000"
0x0006BB61,"fOxygenToggleWeaponDrawn","10.000000"
0x0006BB62,"fOxygenVATSMeleeMult","1.000000"
0x0006BB63,"fOxygenAttackOneHandMelee","15.000000"
0x0006BB64,"fOxygenAttackRanged","30.000000"
0x0006BB65,"fOxygenAttackTwoHandMelee","30.000000"
0x0006BB66,"fOxygenAttackUnarmed","22.000000"
0x0006BB69,"fSprintOxygenDrainMult","8.000000"
0x0006BB6A,"fSprintOxygenEndBase","1.050000"
0x0006BB6B,"fSprintOxygenEndMult","-0.050000"
0x0006BB6C,"fOxygenBlockBase","0.000000"
0x0006BB6D,"fOxygenBlockDmgMult","0.000000"
0x0006BB6E,"fOxygenBlockStaggerMult","0.000000"
0x0006BB6F,"fOxygenHeal","10.000000"
0x0006C0D9,"fCombatGroundAttackTimeMin","8.000000"
0x0006D103,"sPropModNameWeapFiringRepeatableFire","RepeatableFire"
0x0006D1DA,"fShipTargetingCamDOFFarOpacity","5.000000"
0x0006D1DD,"fShipTargetingCamDOFFarPlaneOffset","500.000000"
0x0006D1E0,"fShipTargetingCamDOFFarStartOffset","100.000000"
0x0006D1E1,"fShipTargetingCamDOFStrength","0.500000"
0x0006D5A1,"fLimbMaxDamageReduction","0.850000"
0x0006D5A2,"fLimbMinDamageReduction","0.010000"
0x0006F113,"fAVDCharismaBaseEasy","-35.000000"
0x0006F114,"fAVDCharismaBaseMedium","-50.000000"
0x0006F115,"fAVDCharismaMultEasy","15.000000"
0x0006F116,"fAVDCharismaMultHard","15.000000"
0x0006F771,"fAIEscortStartStopDelayTime","0.500000"
0x0006FAB8,"fAVDCharismaBaseHard","-65.000000"
0x0006FAB9,"fAVDCharismaMultMedium","15.000000"
0x0007032F,"fSpaceshipMaxDockingDistance","500.000000"
0x00070E36,"fSandboxDinnerMin","18.000000"
0x00070E37,"fSandboxDinnerMax","19.000000"
0x00070E38,"fSandboxDurationMultEatSitting","1.500000"
0x00070E39,"fSandboxDurationMultEatStanding","1.500000"
0x00070E3A,"fSandboxLunchMax","12.500000"
0x00070E3B,"fSandboxLunchMin","11.500000"
0x00070E3C,"fSandboxMealDurationMax","0.250000"
0x00070E3D,"fSandboxMealDurationMin","0.100000"
0x00070FF6,"sCameraShakeSpaceshipFilename_G","Cameras\Base_Camera\Animations\CameraShakeShips.af"
0x00070FFE,"sPropModNameWeapVariableRangeApertureInputRangeMax","InputRangeMax"
0x00070FFF,"sWorkshopPlacement_RADIUS_OVERLAP","Cannot place item: Radius overlaps with that of an existing object."
0x0007100B,"sChargenHairColor","Hair color"
0x00071256,"fAIHeadTrackDialogueResetPositionTimer","4.000000"
0x00071B1C,"sMiscStatHeadShots","Head Shots"
0x00072740,"fSpaceshipFarTravelDepartureDuration","8.000000"
0x00072AE6,"fMoveWeightMax","60.000000"
0x0007476D,"sCannotOpenPhotoModeCollision","There is no room for your camera here."
0x00074771,"sHairColor01","sHairColor01"
0x00074775,"sPropModNameWeapAimAimDownSightDataFPGeometryFOVOffset","FPGeometryFOVOffset"
0x00074779,"sModdedString","Modded"
0x0007477D,"sCannotOpenPhotoModeAlive","Player cannot use Photo Mode in this state."
0x00074781,"sMiscStatShipModulesBuilt","Ship Modules Built"
0x00074785,"sIgnore","Ignore"
0x00074789,"sMiscStatTotalLifetimeBounty","Total Lifetime Bounty"
0x00074868,"sJailPenalty","XP penalty."
0x0007486C,"sPropModNameWeapAimAimAssistDataFriction","Friction"
0x00074870,"sPlanetResourceOrganicAbundance00","None"
0x00074874,"sPropModNameWeapDamageCriticalDamageMult","CriticalDamageMult"
0x00074878,"sPropModNameWeapPowerPowerBonusAVIF","PowerBonusAVIF"
0x0007487C,"sChargenEyeColor","Eye color"
0x00074880,"sWorkshopPlacement_NOT_IN_WATER","Cannot place item: Must be placed in water."
0x000748BC,"sContainerAtMaxCapacity","The container is at max capacity."
0x000748C0,"sPropModNameWeapAimAimAssistDataADSMultiplierSteeringDegPerSec","ADSMultiplierSteeringDegPerSec"
0x000748C4,"sPropModNameWeapVariableRangeApertureAcceleration","Acceleration"
0x000748C8,"sPropModNameWeapFiringHasStagedTrigger","HasStagedTrigger"
0x00075333,"fAVDCharismaMin","5.000000"
0x00075346,"fSpaceshipDestructionSpreadAngularVelocity","3.000000"
0x00075347,"fSpaceshipDestructionSpreadLinearVelocity","20.000000"
0x0007717B,"sFailedActivation","You cannot use this at this time."
0x00077A89,"fCommandRequestPickDistance","55.000000"
0x000781E0,"sPlayerVoiceStateOverride",""
0x000783C6,"sPropModNameWeapFiringAttackSeconds","AttackSeconds"
0x000785D4,"fLidsFollowingEyesDownMult","2.000000"
0x0007866D,"fDamagedStaminaRegenDelay","0.500000"
0x0007882E,"sPropModNameWeapAimAimModelDataRecoilMinDegPerShot","RecoilMinDegPerShot"
0x00078842,"sChargenFacialHair","Facial hair"
0x000788AC,"fSunShadowMinAngle","0.000000"
0x0007A9A0,"sWorkshopPlacement_REDUNDANT_SPLINE","Cannot place item: Spline is redundant."
0x0007A9A3,"sMiscStatMostCreditsCarried","Most Credits Carried"
0x0007AE6D,"fSpaceshipFarTravelTimePassedScale","300000000.000000"
0x0007BB1F,"sPropModNameWeapAimReticleType","ReticleType"
0x0007BBC4,"sMenuDisplayHours"," hours"
0x0007BBC8,"sCannotOpenPhotoModeMessage","Photo Mode is unavailable right now: "
0x0007BBCC,"sMiscStatTargetsDisintegrated","Targets Disintegrated"
0x0007BBD0,"sMiscStatStationsDockedWith","Stations Docked With"
0x0007BBD4,"sPropModNameWeapDamageAttackDamage","AttackDamage"
0x0007BE6C,"sPropModNameWeapAimAimAssistDataADSSnapSteeringMultiplier","ADSSnapSteeringMultiplier"
0x0007BE70,"sPropModNameWeapMeleeAttackSpeed","AttackSpeed"
0x0007BE74,"sMenuDisplayHourAbbreviation","h"
0x0007BE78,"sMiscStatFaunaFullyScanned","Fauna Fully Scanned"
0x0007D5ED,"sMiscStatScopedKills","Scoped Kills"
0x0007D79E,"sPropModNameWeapAmmunitionAmmo","Ammo"
0x0007D7BC,"sPropModNameWeapFiringDisableShellCaseEject","DisableShellCaseEject"
0x0007D7D6,"sPropModNameWeapVariableRangeDistanceValueRangeMin","ValueRangeMin"
0x0007D80B,"sNoFastTravelFromScriptBlock","Fast travel is currently unavailable from this location."
0x0007E0B7,"sWorkshopPlacement_INTERSECTING","Cannot place item: Intersects with an existing object."
0x0007E11B,"sMiscStatTimesArrested","Times Arrested"
0x0007E140,"sPropModNameWeapAimAimModelDataRecoilDiminishSpringForce","RecoilDiminishSpringForce"
0x0007E293,"fLimbDamageFactor","0.150000"
0x0007E40C,"sWorkshopPlacement_NO_SNAPPING_FLOOR","Cannot place item: This piece must be snapped to an existing piece. Make sure your structure is being supported by Foundation Pieces."
0x0007E415,"sBiomeDefaultNoiseTexture","Data\Textures\Shared\noiseperlin_mask.dds"
0x0007E4B9,"sTopicSubtypeTextMiscellaneousBlockingHello","BlockingHello"
0x0007E4D4,"sPropModNameWeapFlagsCantDrop","CantDrop"
0x0007E4F0,"sMiscStatMeleeKills","Melee Kills"
0x0007E520,"sMiscStatShipsDockedWith","Ships Docked With"
0x0007F658,"sMenuDisplayDays"," days"
0x0007F65C,"sCameraShotDynamicEvent","DynamicCameraShot"
0x0007F660,"sPropModNameWeapAimAimAssistDataMoveFollowDegPerSec","MoveFollowDegPerSec"
0x0007F8E9,"sPropModNameWeapDamageMaxRange","MaxRange"
0x0007F8ED,"sPropModNameWeapGeneralAttackActionPointCost","AttackActionPointCost"
0x0007F8F1,"sMiscStatFloraFullyScanned","Flora Fully Scanned"
0x0007F8F5,"sMiscStatMaxDamageShot","Max Damage Shot"
0x00081B7F,"sPropModNameArmofWeight",""
0x00081B80,"sPropModNameArmouiValue",""
0x00081B81,"sPropModNameArmousIndex",""
0x00081B82,"sPropModNameArmousRating","Damage Resistance"
0x000842AD,"fSneakAgilitySkillMax","50.000000"
0x00084DC5,"sPropModNameWeapAimEnableMarkingTargets","EnableMarkingTargets"
0x00084DF2,"iCrimeValueAttackValue","150000"
0x0008562E,"sTerminalHeader","Welcome"
0x00086EFD,"fChargenRotatePaperdollSpeedMouse","0.700000"
0x000880DC,"fKillCamBaseOdds","1.000000"
0x00088D29,"fCombatShipAcquireChance","0.000000"
0x0008C34B,"sMenuDisplayMinuteAbbreviation","m"
0x0008C34F,"sPropModNameWeapFlagsMinorCrime","MinorCrime"
0x0008C353,"sMiscStatPlanetsScanned","Planets Scanned"
0x0008C357,"sPropModNameWeapAimAimModelDataConeSneakMultiplier","ConeSneakMultiplier"
0x0008C35B,"sNoFastTravelToScriptBlock","Fast travel is currently unavailable to this location."
0x0008C35F,"sWorkshopPlacement_NO_ITEM","Cannot place item: Nothing is selected."
0x0008C363,"sMiscStatPlanetsFullySurveyed","Planets Fully Surveyed"
0x0008C367,"sMiscStatTemplesFound","Temples Found"
0x0008C36B,"sWorkshopPlacement_NO_SNAPPING","Cannot place item: This piece must be snapped to an existing piece."
0x0008C3AF,"sLightLayer0","All Layers"
0x0008D406,"sBoard","Board"
0x0008E212,"sPropModNameWeapAmmunitionAddAmmoList","AddAmmoList"
0x0008E275,"fMoveToPlanetInitialViewRotationXMin","-30.000000"
0x0008E276,"fMoveToPlanetInitialViewRotationYMax","180.000000"
0x0008E277,"fMoveToPlanetInitialViewRotationYMin","-180.000000"
0x0008E278,"fMoveToPlanetInitialViewRotationZMin","-30.000000"
0x0008E279,"fMoveToPlanetInitialViewRotationZMax","30.000000"
0x0008E27A,"fMoveToPlanetInitialViewRotationXMax","30.000000"
0x0008E28B,"sPropModNameWeapVariableRangeApertureDeceleration","Deceleration"
0x0008E28D,"sTopicSubtypeTextMiscellaneousMaxCarbonDioxide","MaxCarbonDioxide"
0x0008E28F,"sPropModNameWeapFiringBoltAction","BoltAction"
0x0008E292,"sMiscStatFavoritePowerUseCount","Favorite Power Use Count"
0x0008E296,"sMiscStatMostContrabandCarried","Most Contraband Carried"
0x0008E298,"sNoFastTravelAurora","You cannot fast travel while in possession of Aurora."
0x0008E29A,"sMiscStatLargestCrewSize","Largest Crew Size"
0x0008E29D,"sWorkshopPlacement_IN_WATER","Cannot place item: Must not be placed in water."
0x0008E2D0,"sPropModNameWeapAimAimModelDataConeDecreaseDelay","ConeDecreaseDelay"
0x0008E2D4,"sMagicParallelSelfPlayerDuplicateName","Duplicate"
0x0008F05A,"sPropModNameWeapFlagsNonHostile","NonHostile"
0x0008F810,"sConfirmDeleteContent","Are you sure you want to delete this DLC? Game data will be reset."
0x0008F866,"sPropModNameWeapVariableRangeDistanceInputRangeMin","InputRangeMin"
0x0009035A,"fSandboxCylinderBottom","-1.428750"
0x0009082C,"sPropModNameWeapFiringBoltChargeSeconds","BoltChargeSeconds"
0x00090832,"sPropModNameWeapAmmunitionNPCsUseAmmo","NPCsUseAmmo"
0x00090834,"sWorkshop_UNSPECIFIED","Cannot place item: Unspecified error occurred."
0x000910B1,"sMiscStatActsOfPiracy","Acts of Piracy"
0x00091145,"sWorkshop_EXCEEDED_BUDGET","Cannot place item: The outpost's budget has been exceeded."
0x00091146,"sBuildRules_PERK_REQUIREMENT_NOT_MET","Cannot place item: Skill requirements not met."
0x000937AE,"fCombatGrenadeBounceTimeMin","500.000000"
0x00094BE6,"fSneakSleepBonus","-0.000000"
0x00094E57,"fCombatRangedTargetCloseRangeSpaceMin","0.000000"
0x00094E58,"fCombatRangedTargetCloseRangeSpaceMax","100.000000"
0x00095BD1,"bSpaceshipDispellBoostSpellsOnBoostEnd","0"
0x000964D9,"fAIMarkerDestinationRadius","0.214313"
0x0009742E,"sMiscStatJetPacksExploded","Boost Packs Exploded"
0x00097430,"sMiscStatDistanceTraveled","Distance Traveled"
0x00097774,"sPropModNameWeapMeleeBashDamage","BashDamage"
0x000977ED,"sPropModNameWeapAimAimAssistDataADSSnapConeAngleDegrees","ADSSnapConeAngleDegrees"
0x00097D3B,"iLightLevelMax","150"
0x00097F48,"fActorSwimBreathDamage","0.080000"
0x00097FC1,"sPropModNameWeapDamageMinRange","MinRange"
0x00097FC7,"sMaxShipsWarning","Max ship limit reached"
0x00097FD6,"sMiscStatShipBuilderCreditsSpent","Ship Builder Credits Spent"
0x00097FD7,"sMiscStatZeroGKills","Zero G Kills"
0x00097FD8,"sMenuDisplayDayAbbreviation","d"
0x00097FD9,"sPropModNameWeapAimAimModelTemplate","AimModelTemplate"
0x00097FDA,"sTurretManualFireWarning","Turrets cannot be fired manually."
0x00097FDB,"sMiscStatLargestBounty","Largest Bounty"
0x00097FDC,"sWorkshopPlacement_FLOATING","Cannot place item: Selected item is floating."
0x00097FDE,"sPropModNameWeapFiringAttackDelaySeconds","AttackDelaySeconds"
0x00097FDF,"sPropModNameWeapVariableRangeDistanceValueRangeMax","ValueRangeMax"
0x00097FE0,"sPropModNameWeapAmmunitionNumProjectiles","NumProjectiles"
0x00097FE1,"sMiscStatTimesCaughtWithContraband","Times Caught With Contraband"
0x00097FE2,"sHudZeroGravCannotActivate","You cannot use this while in zero gravity."
0x00097FE4,"sPropModNameWeapFlagsBound","Bound"
0x00097FE6,"sWorkshopPlacement_ATTACHED_SPLINE_INVALID","Cannot place item: Attached spline is invalid."
0x00097FE7,"sPropModNameWeapAimAimModelDataConeDecreasePerSec","ConeDecreasePerSec"
0x00097FE8,"sPropModNameWeapAimAimDownSightTemplate","AimDownSightTemplate"
0x00097FE9,"sMiscStatUniqueCreaturesScanned","Unique Creatures Scanned"
0x00097FEA,"sBaseBot","Construct new bot."
0x00097FEB,"sMiscStatShipsCustomized","Ships Customized"
0x00097FEC,"sPropModNameWeapMeleeReach","Reach"
0x00097FED,"sPlanetResourceOrganicAbundance03","Rich"
0x00097FEE,"sPropModNameWeapChargeCriticalChargeBonus","CriticalChargeBonus"
0x00097FEF,"sPropModNameWeapAimAimAssistDataADSSnapSeconds","ADSSnapSeconds"
0x00097FF0,"sSelectBotToMod","Select Bot:"
0x00097FF1,"sMiscStatPowersUsed","Powers Used"
0x000997D1,"fCombatSneakGunMult","2.000000"
0x0009B333,"fCombatSpaceshipRangedGunProjectileFiringArc","30.000000"
0x0009BB73,"fAutoAimMaxDegrees3rdPerson","2.000000"
0x0009BC46,"fCombatPlayerBleedoutHealthDamageMult","0.000000"
0x0009D188,"fDispRangeMaxRangeMult","0.000000"
0x0009D189,"fDispRangeMinRangeMult","1.000000"
0x0009E517,"fVATSChanceWeaponBaseMultiplier","0.030000"
0x0009E518,"fVATSChanceDistanceMultiplier","3.000000"
0x000A0355,"fFavorRequestWaitTimer","40.000000"
0x000A0800,"fFloatQuestMarkerMaxDistance","130.000000"
0x000A0F41,"fVATSChanceDistanceOffset","0.050000"
0x000A0F42,"fVATSChanceDistanceTermMin","0.050000"
0x000A0F43,"fVATSChanceWeaponDistanceMultiplier","1.250000"
0x000A244D,"fInteractionSphereCastDiameterMultiplier","0.500000"
0x000A2777,"fVATSChancePerceptionMultiplier","0.004000"
0x000A2D7A,"iDaysToRespawnVendor","2"
0x000A4CCF,"fVATSChanceBodyPartMultiplier","0.075000"
0x000A7011,"fAIShoutMinAimSeconds","2.000000"
0x000A7354,"fVATSChanceWeaponPerceptionOffset","0.050000"
0x000A75F3,"fClothingArmorScale","1.000000"
0x000AA776,"fXPModMult","0.000000"
0x000AA777,"fXPModBase","1.000000"
0x000AB3C0,"fCameraShotActorRadiusStrength","1.000000"
0x000ABEF6,"fJumpHeightMin","1.285875"
0x000ADB23,"sHealthDataPrefixArmo1","Fine"
0x000ADB36,"sHealthDataPrefixArmo2","Superior"
0x000ADB37,"sHealthDataPrefixArmo3","Exquisite"
0x000ADB39,"sHealthDataPrefixArmo4","Flawless"
0x000ADB48,"sHealthDataPrefixArmo5","Epic"
0x000ADB5E,"sHealthDataPrefixArmo6","Legendary"
0x000ADB5F,"sHealthDataPrefixWeap1","Fine"
0x000ADB61,"sHealthDataPrefixWeap2","Superior"
0x000ADB6B,"sHealthDataPrefixWeap3","Exquisite"
0x000ADB71,"sHealthDataPrefixWeap4","Flawless"
0x000ADB72,"sHealthDataPrefixWeap5","Epic"
0x000ADB73,"sHealthDataPrefixWeap6","Legendary"
0x000AE43E,"fAIRangeSideSwitchCooldown","5.000000"
0x000AE4D9,"sAutoLockPickGateFail","This lock is too difficult."
0x000AE4DA,"sAutoLockPickBrokePick","You used up a digipick."
0x000AE4DB,"sAutoLockPickContainer","You have unlocked the container."
0x000AE4DC,"sAutoLockPickDoor","You have unlocked the door."
0x000AE4DD,"sAutoLockPickKeyOnly","Only %s can unlock."
0x000AE4DE,"sAutoLockPickNoPicks","No digipicks."
0x000AFB1E,"fAimStabilityCrouchedScopeMult","1.050000"
0x000AFEA3,"fShipTargetingCamDefaultFireShakeIntesity","0.000000"
0x000AFEA4,"fShipTargetingCamDefaultFireShakeDuration","0.000000"
0x000B10F9,"fSunShadowScale","0.000000"
0x000B1CFA,"fBlendOutTimeAtEndOfLine","0.600000"
0x000B1CFB,"fBlendInTimeAtStartOfLine","0.200000"
0x000B2AA5,"fTraversalJumpLandAnticipateTime","0.200000"
0x000B41C3,"uWorkshopAutoFoundationMaxHeight","5"
0x000B4E62,"fSpaceshipFarTravelEndFadeOutDuration","4.500000"
0x000B4E72,"fShipHudTargetCycleRangeUpperBounds","1.500000"
0x000B7995,"fAttachedArrowAgeMax","10.000000"
0x000B82C3,"fMoveToPlanetRadiusMult","0.700000"
0x000B83C7,"fMagicTelekinesiDistanceMult","1.000000"
0x000B8F2F,"fMagicTelekinesisBaseDistance","30.003752"
0x000B9290,"iIngredientAlchemyUses","0"
0x000B93D4,"fWeatherTransAccel","16.000000"
0x000B93D5,"fMagicAbsorbVisualTimer","2.500000"
0x000BA33D,"fWorkshopBudgetActorCost","0.000000"
0x000BA33E,"fWorkshopBudgetContainerCost","0.000000"
0x000BA33F,"fWorkshopBudgetLightCost","0.000000"
0x000BA340,"fWorkshopBudgetNavmeshCost","0.000000"
0x000BBE97,"sPropModNameWeapTransientModCount","ModCount"
0x000BCD20,"iLesserSoulActorLevel","4"
0x000BCD21,"iCommonSoulActorLevel","16"
0x000BCF03,"iGreaterSoulActorLevel","28"
0x000BCF04,"iGrandSoulActorLevel","38"
0x000BEE95,"iPerkBlockDisarmChance","50"
0x000BEE96,"iPerkAttackDisarmChance","50"
0x000C042D,"iFavorFriendValue","25"
0x000C27BE,"fMagicSkillCostScale","0.500000"
0x000C2962,"sDiscoveredIngredientEffectEating","%s discovered from %s."
0x000C3A15,"fSandboxDurationBase","0.250000"
0x000C4DD0,"fBlinkDelayMax","5.000000"
0x000C4DD1,"fBlinkDelayMin","3.000000"
0x000C5C0D,"fShieldBashPCMax","0.250000"
0x000C5C0E,"fWeaponBashMax","0.250000"
0x000C5C0F,"fDamagePCSkillMax","1.500000"
0x000C5C10,"fMagicCasterPCSkillCostBase","0.002500"
0x000C790F,"iAVDSkillsLevelUp","8"
0x000C7CE4,"fDetectionVisualDistanceMultInterior","0.200000"
0x000C7CE5,"fDetectionVisualDistanceMultExterior","0.200000"
0x000C7CE6,"fDetectionVisualDistanceAngleUpMin","10.000000"
0x000C7CE7,"fDetectionVisualDistanceAngleUpMax","50.000000"
0x000C7CE8,"fDetectionVisualDistanceAngleDownMin","20.000000"
0x000C7CE9,"fDetectionVisualDistanceAngleDownMax","75.000000"
0x000C7D38,"fDefaultEmotionTransitionTime","1.300000"
0x000CBC99,"fSneakAmbientSoundMult","0.100000"
0x000CC6C6,"fFlightCameraVanityDockedMaxHorizontalAngle","0.100000"
0x000CC6C7,"fFlightCameraVanityDockedMaxVerticalAngle","0.050000"
0x000CE2BA,"fDefaultIngredientSkillUseModifier","0.050000"
0x000CF7A0,"iLootJoyEpicTiersAllowedBelow","2"
0x000D07B0,"fCombatMissileStickDepth","0.000000"
0x000D090E,"fSneakStealthinessSoundBase","20.000000"
0x000D3646,"iHoursToRespawnCell","168"
0x000D3647,"iHoursToRespawnCellCleared","480"
0x000D3A30,"fSpaceshipBodyCollisionImpulseMin","0.050000"
0x000D3A31,"fSpaceshipBodyCollisionImpulseMax","0.100000"
0x000D446A,"sOverEncumbered","Running while encumbered will quickly drain your oxygen!"
0x000D446E,"sTopicSubtypeTextMiscellaneousHello","Hello"
0x000D4470,"sMonthDecember","December"
0x000D4471,"sTopicSubtypeTextSceneDialogueCustom","..."
0x000D4475,"sSoulLevelNameGrand","Grand"
0x000D4476,"sQuicksaveAbbrev","QUICK"
0x000D447C,"sMagicEffectItemSecondsPlural","secs"
0x000D447D,"sMagicEffectItemPercent","%"
0x000D447E,"sMagicEffectItemFor","for"
0x000D4480,"sAddItemtoInventory","Added."
0x000D4481,"sRequirementsText","Requires: "
0x000D4489,"sMiscPlayerDeadLoadOption","Reload"
0x000D448A,"sPronounObjFemale","her"
0x000D448C,"sMagicCastShoutWhileCasting","You cannot shout while casting a spell."
0x000D448E,"sLevelAbbrev","Level"
0x000D448F,"sRead","Read"
0x000D4490,"sTopicSubtypeTextCombatMurder","Murder"
0x000D4492,"sHarvest","Harvest"
0x000D4495,"sContractedDisease","You have contracted"
0x000D4497,"sSaveGameCorruptMenuMessage","The save game is corrupt and cannot be loaded."
0x000D449C,"sRemoveItemfromInventory","Removed."
0x000D449D,"sLockLevelNameEasy","Novice"
0x000D44A2,"sTimeSpanMidnight","midnight"
0x000D44A3,"sDaySunday","Sunday"
0x000D44A5,"sFastTravelNoTravelHealthDamage","You can't fast travel while taking health damage."
0x000D44A6,"sMagicEffectItemSecondsSingular","sec"
0x000D44A7,"sTimeSpanNight","night"
0x000D44A9,"sTopicSubtypeTextServiceBarterExit","BarterExit"
0x000D44AC,"sMagicConstantEffect","Constant Effect"
0x000D44AE,"sCrimeTypeSteal","Steal"
0x000D44B2,"sMonthMay","May"
0x000D44B8,"sTopicSubtypeTextMiscellaneousJump","Jump"
0x000D44BA,"sNoFastTravelCell","You cannot fast travel from this location."
0x000D44BC,"sMagicDeliveryStrike","Strike"
0x000D44BD,"sTopicSubtypeTextMiscellaneousEnterSprintBreath","EnterSprintBreath"
0x000D44C0,"sLockLevelNameImpossible","Requires Key"
0x000D44C3,"sMagicConcentration","Concentration"
0x000D44C4,"sNoFastTravelCombat","You cannot fast travel during combat!"
0x000D44C5,"sMagicFireAndForget","Fire and Forget"
0x000D44C6,"sMagicTypeEnchantment","Enchantment"
0x000D4514,"sMagicEffectItemLock","Lock"
0x000D45EF,"sPronounRefFemale","herself"
0x000D45FA,"sFirstOrdSuffix","st"
0x000D45FB,"sMiscPlayerDeadMessage","Reloading the most recent save game."
0x000D45FF,"sTopicSubtypeTextCombatAssaultNC","AssaultNC"
0x000D4603,"sMagicEffectItemUpToLevel","up to level"
0x000D4604,"sTopicSubtypeTextMiscellaneousOutofBreath","OutofBreath"
0x000D4605,"sTopicSubtypeTextMiscellaneousKnockOverObject","KnockOverObject"
0x000D4608,"sTopicSubtypeTextCombatPowerAttack","PowerAttack"
0x000D4609,"sRadioStationDiscovered","%s signal found."
0x000D463C,"sPlayerDisarmedMessage","You have been disarmed!"
0x000D463D,"sMagicEnchantmentTypeWeapon","Weapon"
0x000D463E,"sCriticalStrike","Critical Strike on"
0x000D463F,"sMagicEffectItemRestore","Restore"
0x000D46A4,"sMissingName","[Missing Name]"
0x000D46DB,"sUnequipItemOnPlayer","was unequipped"
0x000D488F,"sTimeSpanSunrise","sunrise"
0x000D4896,"sEmpty","Empty"
0x000D48B4,"sTopicSubtypeTextDetectionLostToNormal","LostToNormal"
0x000D48B5,"sPronounPosFemale","hers"
0x000D48B8,"sRide","Ride"
0x000D48B9,"sTimeHours","Hours"
0x000D48BC,"sTopicSubtypeTextMiscellaneousPlayerinIronSights","PlayerinIronSights"
0x000D48BF,"sMagicTypePoison","Poison"
0x000D48C1,"sMiscUnknownEffect","(Unknown Effect)"
0x000D48C6,"sTopicSubtypeTextCombatPickpocketCombat","PickpocketCombat"
0x000D48C7,"sMagicCastOKText",""
