FormID, EditorID, Full
0x0014668F,"SQ_CCT_Enviro_AmbusherUnderground01",""
0x00146690,"SQ_CCT_Enviro_AmbusherUnderground02",""
0x00146691,"SQ_CCT_Enviro_AmbusherUnderground03",""
0x00146692,"SQ_CCT_Enviro_AmbusherUnderground04",""
0x00146693,"SQ_CCT_Enviro_AmbusherUnderground05",""
0x00146694,"SQ_CCT_Enviro_AmbusherUnderground06",""
0x00146695,"SQ_CCT_Enviro_AmbusherUnderground07",""
0x00146696,"SQ_CCT_Enviro_AmbusherUnderground08",""
0x001469C6,"SQ_CCT_Enviro_Ambusher00",""
0x001469C7,"SQ_CCT_Enviro_Ambusher01",""
0x001469C8,"SQ_CCT_Enviro_Ambusher02",""
0x001469C9,"SQ_CCT_Enviro_Ambusher03",""
0x001469CA,"SQ_CCT_Enviro_Ambusher04",""
0x001469CB,"SQ_CCT_Enviro_Ambusher05",""
0x001469CC,"SQ_CCT_Enviro_Ambusher06",""
0x001469CD,"SQ_CCT_Enviro_Ambusher07",""
0x001469CE,"SQ_CCT_Enviro_Ambusher08",""
0x00146DEB,"DialogueNewHomesteadConvo_Farms02",""
0x00146DEC,"DialogueNewHomesteadConvo_Chunks02",""
0x00147945,"ER_RandomConversation_Int04_NevanAndSloan_PostQuest",""
0x00147946,"ER_RandomConversation_Ext04_ConstMonika",""
0x001499EF,"CREW_EliteCrew_SophiaGrace","Sophia Grace"
0x0014A876,"DialogueFCClinic_IntroPost","Clinic Post-Intro Scene"
0x0014AFC0,"FCR01","One Riot, One Ranger"
0x0014AFC2,"UC_GG_Connect_Misc","Misc pointer to Hadrian Elite Crew"
0x0014AFC3,"UC_GG_Marines_Misc","Misc pointer to Hadrian Elite Crew"
0x0014CF4A,"MB_Rescue01_FCR05","Rescue hostage at <Alias=TargetPlanetLocation>"
0x0014D4A3,"MB_Bounty04_FCR04","Kill the <Alias=PrimaryRef> on <Alias=TargetPlanetLocation>"
0x0014E8F7,"CREW_EliteCrew_BettyHowser","Betty Howser"
0x0014E95A,"MB_BountySpace03_FCR03","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>"
0x0014E95F,"MB_Bounty03_FCR02","Kill the <Alias=PrimaryRef> on <Alias=TargetPlanetLocation>"
0x0014EAE4,"City_GG_Bet_SupportQuest",""
0x00150A57,"MB_Passenger03Far","Transport <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x001515E9,"BE_TradeShip_Galbank","[BE - Template]"
0x00151A61,"City_NA_Viewport03_SpeechChallenges",""
0x00155D13,"COM_Companion_Barrett_Convo_SarahMorgan01","Barrett / Sarah Morgan Conversation 01"
0x001560EE,"MQMisc02","Companion's Belongings"
0x001569BF,"MQ302c","[Holder for Combined Speech Challenge]"
0x00158F2C,"UC_CY_HeatleechScene",""
0x001593EA,"UC_GG_RandomConvQuest08_CitizenSecurity",""
0x001594BF,"CREW_EliteCrew_OmariHassan","Omari Hassan"
0x0015B026,"DialogueParadiso_Convo_Clara01",""
0x0015B027,"DialogueParadiso_Convo_GenStore02",""
0x0015B028,"DialogueParadiso_Convo_GenStore01",""
0x0015D071,"UC_GG_RandomConvQuest06_LizzieCitizen",""
0x0015D072,"UC_GG_RandomConvQuest07_CitizenCitizen",""
0x0015D399,"MQ304b","Infinity's End"
0x0015DB85,"SQ_CCT_Enviro_Ambusher",""
0x0015FF16,"SQ_CCT_Enviro_Rockbreaker",""
0x0015FF17,"SQ_CCT_Enviro_Rockbreaker00",""
0x0015FF18,"SQ_CCT_Enviro_Rockbreaker01",""
0x00160C29,"SEDebug","[SE - Debug Quest]"
0x00161123,"MB_BountySpace02Far","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>"
0x001611B3,"MB_Steal02Far_CFR03","Steal From <Alias=TargetLocation> on <Alias=TargetPlanetLocation>"
0x001611BA,"MB_Piracy03Far_CFR01","Piracy in <Alias=TargetSystemLocation> system"
0x001611BB,"MB_Piracy02Far_CFR01","Piracy in <Alias=TargetSystemLocation> system"
0x001618C7,"UC_RHQ_RandomConvo_Scientists_MindControlTest",""
0x001618C8,"UC_RHQ_RandomConvo_SciGuard_FileReport",""
0x001618C9,"UC_RHQ_RandomConvo_Kaiser",""
0x001626A7,"SQ_CCT_Enviro_Paranoid01",""
0x001626A9,"SQ_CCT_Enviro_Paranoid00",""
0x001626AA,"SQ_CCT_Enviro_HazardHappy01",""
0x001626AB,"SQ_CCT_Enviro_HazardHappy00",""
0x001655C5,"SQ_CCT_Enviro_Paranoid",""
0x001661D0,"SQ_CCT_Enviro_HazardHappy",""
0x001672D9,"SE_TradeShip_LIST","Trader"
0x001672DA,"SE_TradeShip_FC","Trader"
0x001672DB,"SE_TradeShip_Galbank","Trader"
0x00167842,"SE_Player_Attack02","UC vs Ecliptic"
0x001687DB,"TraitQuest","Trait Quest Support"
0x001699FB,"City_ER_Peace","Peacemaker"
0x00169E69,"COM_Companion_Barrett_Convo_SarahMorgan02","Barrett / Sarah Morgan Conversation 01"
0x0016B408,"CREW_EliteCrew_AndromedaKepler","Andromeda Kepler"
0x0016B466,"City_ER_Exorcism","Exorcism"
0x0016D3C8,"CREW_EliteCrew_MickeyCaviar","Mickey Caviar"
0x0016D4D1,"City_ER_Ghost","Ghost Hunt"
0x0017134E,"City_ER_Dead_Misc","Misc quest to Sloan for ER_Dead"
0x0017134F,"City_ER_Dead","Dead Stop"
0x00172412,"ER_RandomConversation_Int03_NevanAndSloan_Prequest",""
0x00172413,"ER_RandomConversation_Int02_GregAndSloan",""
0x00172414,"ER_RandomConversation_Ext03_PostQuest",""
0x00172415,"ER_RandomConversation_Ext01_ConstConst_KillUs",""
0x00172416,"ER_RandomConversation_Ext02_ConstHalftown_Armed",""
0x00172417,"ER_RandomConversation_Int01_SloanNevan",""
0x00172F8B,"MQ401f","One Small Step"
0x00173104,"MQ401e","One Small Step"
0x001736F9,"MQ206B_AlwaysOn","Always on Hellos"
0x00173A4E,"LC070","LC070 -Sarah Morgan Crash Site"
0x00178B1E,"CF_Main","Crimson Fleet Controller Quest"
0x0017A837,"BE_Empty_19","[BE - Empty]"
0x0017A838,"BE_Empty_18","[BE - Empty]"
0x0017A839,"BE_Empty_17","[BE - Empty]"
0x0017A83A,"BE_Empty_16","[BE - Empty]"
0x0017A83B,"BE_Empty_15","[BE - Empty]"
0x0017A83C,"BE_Empty_14","[BE - Empty]"
0x0017A83D,"BE_Empty_13","[BE - Empty]"
0x0017A83E,"BE_Empty_12","[BE - Empty]"
0x0017A83F,"BE_Empty_11","[BE - Empty]"
0x0017A840,"BE_Empty_10","[BE - Empty]"
0x0017A841,"BE_Empty_09","[BE - Empty]"
0x0017A842,"BE_Empty_08","[BE - Empty]"
0x0017A843,"BE_Empty_07","[BE - Empty]"
0x0017A844,"BE_Empty_06","[BE - Empty]"
0x0017A845,"BE_Empty_05","[BE - Empty]"
0x0017A846,"BE_Empty_04","[BE - Empty]"
0x0017A847,"BE_Empty_03","[BE - Empty]"
0x0017A848,"BE_Empty_02","[BE - Empty]"
0x0017A849,"BE_Empty_01","[BE - Empty]"
0x0017A84A,"BE_Empty_00","[BE - Empty]"
0x0017A84C,"BE_Empty","[BE - Empty]"
0x0017A964,"CREW_EliteCrew_Ezekiel","Ezekiel"
0x0017AA9A,"RIR07","The Power of Persuasion"
0x0017B94D,"MQ401d","One Small Step"
0x0017C672,"UCR04_MiscPointer","Misc pointer to Hadrian Elite Crew"
0x0017D362,"RyujinTower_RC_Floor6_TwoClients",""
0x0017D363,"RyujinTower_RC_Floor4_AprilandTechnician",""
0x0017D364,"RyujinTower_RC_Floor5_TwoEngineers",""
0x0017D365,"RyujinTower_RC_Floor5_DeMarcusandEngineer",""
0x0017D366,"RyujinTower_RC_Floor3_ChristineandCustomer",""
0x0017D367,"RyujinTower_RC_Lobby_GuardCustomer01",""
0x0017D368,"RyujinTower_RC_Lobby_Employees02",""
0x0017D369,"RyujinTower_RC_Lobby_Employees01",""
0x0017D36A,"RyujinTower_RC_Lobby_Customers01",""
0x0017D36B,"RyujinTower_RC_Lobby_Customers02",""
0x0017D36C,"RyujinTower_RC_Floor3_Employees",""
0x0017D36D,"RyujinTower_RC_Floor3_LostCustomer",""
0x0017D36E,"RyujinTower_RC_Floor3_RobertandEmployee",""
0x0017D36F,"RyujinTower_RC_Floor4_OperativeandTechnician",""
0x0017D370,"RyujinTower_RC_Floor5_GuardandEngineer",""
0x0017D371,"RyujinTower_RC_Floor4_TwoTechnicians",""
0x0017D372,"RyujinTower_RC_Floor6_ThomasandClient",""
0x0017D373,"RyujinTower_RC_Floor6_TwoClients01",""
0x0017D393,"MQ401_AlwaysOn","Dialogue available in every New Game Plus"
0x0017D3D6,"UCR03_SpaceEncounter",""
0x0017E02A,"Hope_RC_Town_KidJoke",""
0x0017E6E1,"LC092_EavesdroppingScene_Outdoor",""
0x0017E6E2,"LC092_EavesdroppingScene_Indoor",""
0x0017F7A5,"MQ401c","One Small Step"
0x00180481,"FFLodge04","Walter and Sarah"
0x00182C46,"MB_SurveyPlanet03_LIST","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>"
0x00182F61,"UC_RHQ_RandomConvo_Scientists_General",""
0x00182F62,"UC_RHQ_RandomConvo_Scientists_Readout",""
0x00182F63,"UC_RHQ_RandomConvo_Hadrian",""
0x00182F64,"UC_RHQ_RandomConvo_Percival",""
0x00182F65,"UC_RHQ_RandomConvo_Guards",""
0x00183F61,"LC039","LC039"
0x00184510,"FFLodge03","Matteo and Sam discussion"
0x00184511,"DialgoueSSNNScenes","SSNN News Story Scenes"
0x00184574,"MB_SurveyPlanet02","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>"
0x001845D7,"SE_EnemyShips_Varuun","Trader"
0x001845D9,"SE_EnemyShips_Spacers","Trader"
0x001845DC,"SE_EnemyShips_Ecliptic","Trader"
0x00184638,"SE_EnemyShips_CrimsonFleet","Trader"
0x00187066,"DialogueUCTheLodge_Convo10_VascoWalter",""
0x00187067,"DialogueUCTheLodge_Convo08_CoraNoel",""
0x00187068,"DialogueUCTheLodge_Convo07_NoelSarah",""
0x00187069,"DialogueUCTheLodge_Convo06_WalterCora",""
0x0018706A,"DialogueUCTheLodge_Convo05_WalterNoel",""
0x0018706B,"DialogueUCTheLodge_Convo03_AndrejaMatteo",""
0x0018706C,"DialogueUCTheLodge_Convo02_WalterSarah",""
0x0018706D,"DialogueUCTheLodge_Convo01_NoelMatteo",""
0x0018706E,"DialogueUCTheLodge_Convo04_MatteoWalter",""
0x0018706F,"DialogueUCTheLodge_Convo09_SamMatteo",""
0x00187431,"CREW_EliteCrew_OtherPlayer","Other You"
0x00187BE9,"COM_CoraCoe_RC_15",""
0x00187BEA,"COM_CoraCoe_RC_13",""
0x00187BEB,"COM_CoraCoe_RC_11",""
0x00187BEC,"COM_CoraCoe_RC_10",""
0x00187BED,"COM_CoraCoe_RC_08",""
0x00187BEE,"COM_CoraCoe_RC_06",""
0x00187BEF,"COM_CoraCoe_RC_03",""
0x00187BF0,"COM_CoraCoe_RC_01",""
0x00187BF1,"COM_Companion_SamCoe_CoraCoe_Handler","Cora Coe"
0x00187BF2,"COM_CoraCoe_RC_02",""
0x00187BF3,"COM_CoraCoe_RC_04",""
0x00187BF4,"COM_CoraCoe_RC_05",""
0x00187BF5,"COM_CoraCoe_RC_07",""
0x00187BF6,"COM_CoraCoe_RC_09",""
0x00187BF7,"COM_CoraCoe_RC_12",""
0x00187BF8,"COM_CoraCoe_RC_14",""
0x00188D25,"City_GG_Marines","UC Wants You!"
0x00189658,"SQ_Doctors",""
0x0018AE76,"MQ302b","Revelation"
0x0018B717,"RI08","Executive Level"
0x0018B718,"RI07","Sabotage"
0x0018BC55,"City_GG_Bet","Sure Bet"
0x0018BC56,"City_GG_Mark","Missed the Mark"
0x0018DDF8,"Rad01_Convo","Quest for spawning and scenes for settlers to sign up for LIST"
0x0018E0F9,"City_GG_Connections","Missed Connections"
0x0018E24F,"CREW_EliteCrew_AmeliaEarhart","Amelia Earhart"
0x0018E539,"FC_Neon_ALN_CitytLife_Encounter01","Neon CityLife: Neon Security"
0x00190FBB,"DialogueFCClinic_Convo002",""
0x001925A6,"DialogueFCClinic_Convo001",""
0x00192661,"DialogueFCClinic_Convo003",""
0x00192674,"DialogueFCClinic_Convo004",""
0x00192DD7,"Rad01_LIST","Top of the L.I.S.T."
0x00192DDC,"MB_Supply11Manufactured03","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x00193265,"RedMileLocationMiscPointer",""
0x00193266,"EleosLocationMiscPointer",""
0x00193267,"GagarinLocationMiscPointer",""
0x00193269,"ParadisoLocationMiscPointer",""
0x0019326B,"NewHomesteadLocationMiscPointer",""
0x001933D5,"CREW_EliteCrew_RafaelAguerro","Rafael Aguerro"
0x0019413B,"MB_Supply10Manufactured02","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x0019413C,"MB_Supply09Manufactured01","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x0019413D,"MB_Supply08Organic_Exotic","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x0019413E,"MB_Supply07Organic_Rare","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x00194219,"MB_Supply04Exotic","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x0019421A,"MB_Supply03Rare","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x0019421B,"MB_Supply06Organic_Uncommon","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>"
0x00195398,"AudioLogsQuest_JM",""
0x001953F3,"MB_SurveyTrait25","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F4,"MB_SurveyTrait24","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F5,"MB_SurveyTrait23","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F6,"MB_SurveyTrait22","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F7,"MB_SurveyTrait21","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F8,"MB_SurveyTrait20","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953F9,"MB_SurveyTrait19","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FA,"MB_SurveyTrait18","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FB,"MB_SurveyTrait17","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FC,"MB_SurveyTrait16","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FD,"MB_SurveyTrait15","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FE,"MB_SurveyTrait14","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x001953FF,"MB_SurveyTrait12","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195400,"MB_SurveyTrait11","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195401,"MB_SurveyTrait10","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195402,"MB_SurveyTrait09","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195403,"MB_SurveyTrait08","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195404,"MB_SurveyTrait07","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195405,"MB_SurveyTrait06","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195406,"MB_SurveyTrait05","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195407,"MB_SurveyTrait04","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x00195408,"MB_SurveyTrait03","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>"
0x0019651F,"CR_Dialogue_Turret","CR_Dialogue_Turret"
0x001967B4,"DialogueCFTheKey_RandomConvo_Vendors06_PostQuest",""
0x001967C4,"DialogueCFTheKey_CF06_Convo03",""
0x00196BAE,"CREW_EliteCrew_ErickvonPrice","Erick von Price"
0x001991B3,"AspirationalItems",""
0x0019A473,"City_NA_FAB_Quest15","Commercial: Terrabrew Franchise"
0x0019A474,"City_NA_FAB_Quest17","Commercial: Barron Fangirl"
0x0019B984,"MB_Steal01Far_CFR03","Steal From <Alias=TargetLocation> on <Alias=TargetPlanetLocation>"
0x0019C209,"CREW_EliteCrew_AutumnMacMillan","Autumn MacMillan"
0x0019D592,"DialogueTerrormorphThrallHuman",""
0x0019D83A,"MQ204xPostQuest",""
0x0019D843,"SE_Player_CivilianShips","Space Encounter Template"
0x0019F1C4,"DialogueFCSeokguhSyndicateHideout_RI05","[Seokguh Syndicate Hideout Dialogue]"
0x001A0086,"UC09_PostQuest_VVGuardWarning",""
0x001A03D4,"MS03_Juno","Juno's Gambit"
0x001A2D27,"DialogueGeneric_LISTOutpost","LIST Vendor Dialogue"
0x001A2D28,"DialogueGenericVendor_LIST","LIST Vendor Dialogue"
0x001A2F81,"UC09_PostQuestline_HadrianScene",""
0x001A2F82,"UC09_PostQuest_NewAtlantis_HeatleechScene",""
0x001A430D,"CREW_EliteCrew_MoaraOtero","Moara Otero"
0x001A54F9,"FC09","The Hammer Falls"
0x001A5509,"DialogueGenericPiracyShips","Piracy Option for Ship Hails"
0x001A6C4E,"MB_Piracy01Far_CFR01","Piracy in <Alias=TargetSystemLocation> system"
0x001A8B64,"City_Akila_Jansen","Rough Landings"
0x001A8B65,"City_Akila_Jansen_MilenaSpace","Milena Axelrod in Space"
0x001A8D9C,"CREW_EliteCrew_Lin","Lin"
0x001A9053,"MQ401b","One Small Step"
0x001A9560,"RI06","The Key Ingredient"
0x001A9565,"SQ_Groups","Aliases with scripts that define various groups. Can pass these around and use in properties, etc."
0x001ABF4E,"SQ_PlayerHouse",""
0x001AC8EF,"RQ_Settlement_KillHostileHumans_02","Pirate Activity"
0x001ACBB9,"DialogueCFTheKey_RandomConvo37_RokovAdler01",""
0x001ACBBA,"DialogueUCVigilance","UC Vigilance Dialogue"
0x001AD150,"FC_AC_RandConv_Axel01",""
0x001AD151,"FC_AC_RandConv_Mooch02",""
0x001AD152,"FC_AC_RandConv_Mooch01",""
0x001AD153,"FC_AC_RandConv_Amira02",""
0x001AD154,"FC_AC_RandConv_Stoneroot01",""
0x001AD155,"FC_AC_RandConv_SarahMaria02",""
0x001AD156,"FC_AC_RandConv_SarahMaria01",""
0x001AD157,"FC_AC_RandConv_Tom01",""
0x001AD158,"FC_AC_RandConv_GalBank01",""
0x001AD159,"FC_AC_RandConv_Alejandra01",""
0x001AD15A,"FC_AC_RandConv_Langston01",""
0x001AD15B,"FC_AC_RandConv_Consulate01",""
0x001AD15C,"FC_AC_RandConv_Medical01",""
0x001AD15D,"FC_AC_RandConv_TheRock06",""
0x001AD15E,"FC_AC_RandConv_Laredo01",""
0x001AD15F,"FC_AC_RandConv_Amira01",""
0x001AD42E,"CREW_EliteCrew_Heller","Heller"
0x001AF7DD,"SQ_Alarm00",""
0x001AF7DE,"SQ_Alarm01",""
0x001AF84C,"DialogueCFTheKey_CF06_Convo02",""
0x001AF84D,"DialogueCFTheKey_CFPost_Convo03",""
0x001AF84E,"DialogueCFTheKey_CFPost_Convo01",""
0x001AF84F,"DialogueCFTheKey_CFPost_Convo02",""
0x001AF850,"DialogueCFTheKey_RandomConvo25_LastNovaPostCF08",""
0x001AF851,"DialogueCFTheKey_CF06_Convo01",""
0x001B1590,"DialogueECSConvo_Living05",""
0x001B1591,"DialogueECSConvo_Cultivation01",""
0x001B1592,"DialogueECSConvo_Medical02",""
0x001B1593,"DialogueECSConvo_Bridge03",""
0x001B1594,"DialogueECSConvo_Engineering02",""
0x001B1595,"DialogueECSConvo_Bridge02",""
0x001B1596,"DialogueECSConvo_Living04",""
0x001B1597,"DialogueECSConvo_Cultivation02",""
0x001B1598,"DialogueECSConvo_Cultivation03",""
0x001B1599,"DialogueECSConvo_Living06",""
0x001B2D89,"RQ_OE_Scan_01","Creature Analysis"
0x001B39A9,"MB_SmuggleDestinationFinder_CFR02",""
0x001B39B7,"MB_Smuggle01_CFR02","Smuggle <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>"
0x001B3F7E,"CREW_EliteCrew_Hadrian","Hadrian"
0x001B41D0,"CF08_SysDef","Legacy's End"
0x001B41D1,"MQ201B","Short Sighted"
0x001B6246,"FFKeyZ02","Doctor's Orders"
0x001B6247,"FFKeyZ01MiscObjective","[Misc Objective Pointer]"
0x001BA198,"DialogueGenericSpacers","Shared lines across Generic Voicetypes"
0x001BA199,"DialogueGenericSpacersShips","Shared lines across Generic Voicetypes"
0x001BA507,"FFLodge02","Happy Hour Scene"
0x001BB164,"FFKeyZ01","Reclaiming the Past"
0x001BBAB7,"SQ_ENV_Update_Flight1","Update during flight to fix some Oxygen related issues"
0x001BDD6B,"BE_Civilians","MS05 SE BEs"
0x001BF51A,"SE_Player_DebrisWarehouse","Space Encounter Template"
0x001BF5F9,"LC082_Generic_Convo_QuestCF02_Scene01",""
0x001BF5FA,"LC082_Generic_Convo_QuestCF02_Scene02",""
0x001BF5FB,"LC082_Generic_Convo_QuestCF02_Scene03",""
0x001BF5FC,"LC082_Generic_Convo_QuestCF04_Scene01",""
0x001BF5FD,"LC082_Generic_Convo_QuestCF04_Scene02",""
0x001BF5FE,"LC082_Generic_Convo_QuestCF04_Scene03",""
0x001BF5FF,"LC082_Generic_Convo_QuestCF05_Scene01",""
0x001BF600,"LC082_Generic_Convo_QuestCF05_Scene02",""
0x001BF601,"LC082_Generic_Convo_QuestCF05_Scene03",""
0x001BF602,"LC082_Generic_Convo_QuestCF07_Scene01",""
0x001BF603,"LC082_Generic_Convo_QuestCF07_Scene02",""
0x001BF604,"LC082_Generic_Convo_QuestCF07_Scene03",""
0x001BF8A1,"CREW_EliteCrew_MathisCastillo","Mathis Castillo"
0x001BF8CE,"SE_Player_HailTemplate","Hailing Encounter Template"
0x001BFA87,"DR007_EavesdroppingSceneA01",""
0x001BFCA7,"DialogueGenericUnique_Crime_TheKey","Shared Crime Lines for Unique Voicetypes in the Key"
0x001C01CD,"SE_Player_Attack01","Freestar vs Ecliptic"
0x001C0F26,"FFLodge01","Board and Lodging"
0x001C12BB,"DialogueKaiser",""
0x001C25D2,"RL083","RL083"
0x001C2C93,"FFClinicZ01","Comfort Food"
0x001C2C94,"FFClinicR02Pointer","Specimen Collection Wrapper"
0x001C2C95,"FFClinicR01Pointer","Knowledge is Power Wrapper"
0x001C2C96,"FFClinicR01","Knowledge is Power"
0x001C2C97,"DialogueFCClinic","The Clinic - Base Dialogue"
0x001C2C98,"FFClinicR02","Specimen Collection"
0x001C2F38,"FC_Neon_CT_CityLife_Encounter09","Neon CityLife: Trade Tower: CeltCorp"
0x001C3290,"RQ_Settlement_Heal_01","Left Behind"
0x001C38EA,"FFParadisoZ04","Wanted Guest"
0x001C38EB,"FFParadisoZ04Misc","Misc Pointer"
0x001C433E,"FFParadisoZ03Misc","Misc Pointer"
0x001C433F,"FFParadisoZ03","Proper Tea Theft"
0x001C439D,"RQ_Dialogue","Holds Dialogue Subtype Topics for Reuse"
0x001C50DE,"CREW_EliteCrew_LyleBrewer","Lyle Brewer"
0x001C54EA,"UC08_SupportQuest",""
0x001C54EB,"SQ_GuardShips_Toliman","Guard ship crime dialogue"
0x001C57FB,"SQ_StationTrafficManager_00",""
0x001C580D,"SQ_StationTrafficManager_01",""
0x001C6901,"FFparadisoZ02","Lost and Found"
0x001C6902,"FFParadisoZ02Misc","Misc Pointer"
0x001C7185,"COM_Quest_Barrett_Commitment","Commitment: Barrett"
0x001C7187,"Com_Companion_Barrett","Companion - Barrett"
0x001C7686,"SQ_NeonAuroraCheck00",""
0x001C7688,"FFParadisoZ01Misc","Misc Pointer"
0x001C7689,"FFParadisoZ01","Last Resort"
0x001C97DF,"PCMDebugRequestGenericLocation","PCM Debug Request Generic Location"
0x001CBCE2,"SQ_NeonAuroraCheck",""
0x001CD001,"MS04","Mantis"
0x001CD29F,"UC_GG_RandomConvQuest09_CitizenQureshi",""
0x001CDAFB,"CREW_EliteCrew_DaniGarcia","Dani Garcia"
0x001CE773,"SE_ZW02","Minefield"
0x001CEDC2,"FFNeonZ06_QuestIntroTimerController","Quest Intro timer controller"
0x001D05F5,"DialogueParadiso_Convo_EmilianHarish01",""
0x001D05F6,"DialogueParadiso_Convo_Keavy01",""
0x001D05F7,"DialogueParadiso_Convo_Polly01",""
0x001D05F8,"DialogueParadiso_Convo_Guests01",""
0x001D05F9,"DialogueParadiso_Convo_Dirk01",""
0x001D05FA,"DialogueParadiso_Convo_Boardroom01",""
0x001D05FB,"DialogueParadiso_Convo_Kumar01",""
0x001D0F0D,"UC_NA_CL_AEGISScene",""
0x001D307E,"SQ_Passengers",""
0x001D307F,"SQ_ApplyVoices_OBSOLETE","Quest with aliases used to stamp voice types onto actors"
0x001D3080,"RQ_OE_Rescue_01","Rescue the <Alias=CaptiveTarget>"
0x001D3081,"SQ_Captive",""
0x001D5AAF,"FC_EncryptedSlateQuest",""
0x001D5AD2,"MQ401a","One Small Step"
0x001D65C0,"CREW_EliteCrew_RosieTannehill","Rosie Tannehill"
0x001D84DB,"SE_LootDropMaster","Random Loot"
0x001D8AE3,"CREW_EliteCrew_JessamineGriffin","Jessamine Griffin"
0x001DC418,"MQ402","Among the Stars"
0x001DC45E,"MQ401","New Game Plus Standard Handling"
0x001DF911,"CREW_EliteCrew_SimeonBankowski","Simeon Bankowski"
0x001E5E40,"CREW_EliteCrew_MarikaBoros","Marika Boros"
0x001E7332,"SG02","Failure to Communicate"
0x001E7941,"FFDenZ01","Re-Re-Application"
0x001E7942,"FFDenR01","Winning Hearts and Minds"
0x001E7A09,"UCR05","Preventive Action"
0x001E7A0A,"UCR04","Apex Predator"
0x001E7A0B,"DialogueRedDevilsHQ",""
0x001E7A5A,"FFCydoniaZ04Misc","Misc Pointer"
0x001E8E2A,"CFSD01","Burden of Proof"
0x001E8FF7,"UCR03","Vanguard: Safer Skies"
0x001E9B99,"LC124_MiscQuest","LC124"
0x001EA09A,"COM_Companion_Andreja_SpeechChallenges","Andreja Speech Challenges"
0x001EBDD5,"UCR01","Vanguard: Bug Hunt"
0x001ED71C,"OutpostTutorial","Outpost Tutorial (should be a Misc Objective)"
0x001EE0C8,"RI05","Guilty Parties"
0x001EE4CF,"MS01SpaceEncounter02","Second Spacer Fights"
0x001EE4D1,"MS01SpaceEncounter03","Intro Merchant"
0x001EEE2A,"SE_Player_KMK01_StarbornPatrol_HigherChance01","Starborn Patrol"
0x001EEE2B,"SE_Player_KMK01_StarbornPatrol_HigherChance00","Starborn Patrol"
0x001EEE2C,"OE_KMK_Starborn_HigherChance01","Starborn"
0x001EEE2D,"OE_KMK_Starborn_HigherChance00","Starborn"
0x001EEE2E,"SE_Player_KMK01_StarbornPatrol_HigherChance","Starborn Patrol"
0x001EEE2F,"OE_KMK_Starborn_HigherChance","Starborn"
0x001EF7A7,"BE_Generic_17","[BE - Generic]"
0x001EF7A8,"BE_Generic_18","[BE - Generic]"
0x001EF7A9,"BE_Generic_10","[BE - Generic]"
0x001EF7AA,"BE_Generic_15","[BE - Generic]"
0x001EF7AB,"BE_Generic_06","[BE - Generic]"
