FormID, EditorID, Full, Summary
0x001D84DB,"SE_LootDropMaster","Random Loot",""
0x001D8AE3,"CREW_EliteCrew_JessamineGriffin","Jessamine Griffin",""
0x001DC418,"MQ402","Among the Stars",""
0x001DC45E,"MQ401","New Game Plus Standard Handling",""
0x001DF911,"CREW_EliteCrew_SimeonBankowski","Simeon Bankowski",""
0x001E5E40,"CREW_EliteCrew_MarikaBoros","Marika Boros",""
0x001E7332,"SG02","Failure to Communicate",""
0x001E7941,"FFDenZ01","Re-Re-Application",""
0x001E7942,"FFDenR01","Winning Hearts and Minds",""
0x001E7A09,"UCR05","Preventive Action","The player has recieved a mission from Vae Victis - dishonored UC Admiral - to hunt down and kill a target Vae Victis believes a threat to UC safety and well being."
0x001E7A0A,"UCR04","Apex Predator","The player has received a mission from Percival Walker - one of the co-heads of the Terrormorph Management Division of the UC - to track down a deadly alien predator on a distant world, kill it, and harvest a cell sample from it for the UC's research."
0x001E7A0B,"DialogueRedDevilsHQ","","This quest contains all the various NPC and character dialogue for the the scientists and guards inside the Red Devils Headquarters - a highly secure facility full of dangerous aliens."
0x001E7A5A,"FFCydoniaZ04Misc","Misc Pointer",""
0x001E8E2A,"CFSD01","Burden of Proof",""
0x001E8FF7,"UCR03","Vanguard: Safer Skies","The player has gotten a mission from Commander Tuala - head of the UC Vanguard - to fly to a UC-controlled planet and clear out the reported hostile ships in that location."
0x001E9B99,"LC124_MiscQuest","LC124",""
0x001EA09A,"COM_Companion_Andreja_SpeechChallenges","Andreja Speech Challenges",""
0x001EBDD5,"UCR01","Vanguard: Bug Hunt","The player has gotten a mission from Commander Tuala - head of the UC Vanguard - to track down a Terrormorph and either kill it or, with the help of a team of Aceles handlers - subdue it and return it to Londinion."
0x001ED71C,"OutpostTutorial","Outpost Tutorial (should be a Misc Objective)",""
0x001EE0C8,"RI05","Guilty Parties","Dalton sends the player to track down Imogene Salzo for questioning to learn about Infinity LTDs plans. They find her ready and waiting at the Seokga Syndicate hideout where they can determine her fate. She claims Ularu Chen has set her up and is the ultimate person behind everything. The player can believe her and take the evidence she has against Ularu, or they kill her. The player then returns to Dalton to relay what they believe to be the truth.\n\nAdditionally, the player may encounter Benjamin Bayu where they can strike a deal to make their entry into the Seokga Syndicate's hideout easier, and they can also choose to confront Ularu about Imogene's accusations."
0x001EE4CF,"MS01SpaceEncounter02","Second Spacer Fights",""
0x001EE4D1,"MS01SpaceEncounter03","Intro Merchant",""
0x001EEE2A,"SE_Player_KMK01_StarbornPatrol_HigherChance01","Starborn Patrol",""
0x001EEE2B,"SE_Player_KMK01_StarbornPatrol_HigherChance00","Starborn Patrol",""
0x001EEE2C,"OE_KMK_Starborn_HigherChance01","Starborn","Main Template. Contains all Alias data for all templates. Not intended to be used by anyone as-is. Please consider using a specific Template for a specific use."
0x001EEE2D,"OE_KMK_Starborn_HigherChance00","Starborn","Main Template. Contains all Alias data for all templates. Not intended to be used by anyone as-is. Please consider using a specific Template for a specific use."
0x001EEE2E,"SE_Player_KMK01_StarbornPatrol_HigherChance","Starborn Patrol",""
0x001EEE2F,"OE_KMK_Starborn_HigherChance","Starborn","Main Template. Contains all Alias data for all templates. Not intended to be used by anyone as-is. Please consider using a specific Template for a specific use."
0x001EF7A7,"BE_Generic_17","[BE - Generic]",""
0x001EF7A8,"BE_Generic_18","[BE - Generic]",""
0x001EF7A9,"BE_Generic_10","[BE - Generic]",""
0x001EF7AA,"BE_Generic_15","[BE - Generic]",""
0x001EF7AB,"BE_Generic_06","[BE - Generic]",""
0x001EF7AC,"BE_Generic_03","[BE - Generic]",""
0x001EF7AD,"BE_Generic_08","[BE - Generic]",""
0x001EF7AE,"BE_Generic_01","[BE - Generic]",""
0x001EF7AF,"BE_Generic_19","[BE - Generic]",""
0x001EF7B0,"BE_Generic_20","[BE - Generic]",""
0x001EF7B1,"BE_Generic_12","[BE - Generic]",""
0x001EF7B2,"BE_Generic_05","[BE - Generic]",""
0x001EF7B3,"BE_Generic_21","[BE - Generic]",""
0x001EF7B4,"BE_Generic_22","[BE - Generic]",""
0x001EF7B5,"BE_Generic_13","[BE - Generic]",""
0x001EF7B6,"BE_Generic_07","[BE - Generic]",""
0x001EF7B7,"BE_Generic_23","[BE - Generic]",""
0x001EF7B8,"BE_Generic_24","[BE - Generic]",""
0x001EF7B9,"BE_Generic_14","[BE - Generic]",""
0x001EF7BA,"BE_Generic_09","[BE - Generic]",""
0x001EF7BB,"BE_Generic_00","[BE - Generic]",""
0x001EF7BC,"BE_Generic_02","[BE - Generic]",""
0x001EF7BD,"BE_Generic_16","[BE - Generic]",""
0x001EF7BE,"BE_Generic_11","[BE - Generic]",""
0x001EF7BF,"BE_Generic_04","[BE - Generic]",""
0x001EF7EF,"MS01SpaceEncounter01","First Spacer Fights",""
0x001EF7F1,"CF08_Fleet","Legacy's End",""
0x001EF7F2,"CF07","Eye of the Storm",""
0x001EF957,"MB_BountySpace01Far","Destroy the <Alias=PrimaryRef> at <Alias=TargetSystemLocation>",""
0x001F0266,"FC06","Surgical Strike","As a newly-recruited Deputy in the respected Freestar Rangers, the player is carrying out an investigation into a mercenary company called The First that's been threatening farmers in an effort to seize their land for some unknown purpose. The player has learned the identity of a highly-placed member of the First named Maya Cruz, who is known to be a technical genius and expert with computers. Cruz recently had a medical emergency of some kind and needed surgery, but the player does not know the details.\n\nAt the suggestion of Marshal Daniel Blake, leader of the Freestar Rangers, the player has come to the Clinic, a sophisticated medical research facility and hospital, in hopes of finding Maya Cruz there. Ranger Ben Armistead, an old-fashioned salt-of-the-earth type, is stationed there and helps the player get the lay of the land. After some investigative work, the player tracks Maya Cruz to her asteroid hideout, which is beset with traps and killer robots, before finally confronting her.\n"
0x001F0267,"FC05","On the Run","As a newly-recruited Deputy in the respected Freestar Rangers, the player is carrying out an investigation into a mercenary company called The First that's been threatening farmers in an effort to seize their land for some unknown purpose. The player has learned the identity of a highly-placed member of the First named Marco Graziani, who is known to come from a family of wealthy criminal smugglers and might be bankrolling the First. \n\nMarshal Blake, leader of the Freestar Rangers, sends the playerto the infamous gambling den known as Red Mile, where patrons bet on a deadly game of survival. There, Ranger Autumn MacMillan has been trying to crack a smuggling ring and might be able to help the player track down Marco. After the player is forced to run the deadly red mile, the lethal gauntlet that gives the cantina its name, the establishment's owner sets up a meeting with Marco and the player confronts the mercenary smuggler, ultimately obtaining an encrypted slate that can help to expose the First's plans."
0x001F0294,"GauntletQuest","Gauntlet Quest",""
0x001F0C32,"SQ_GuardShips00","Guard Ship crime dialogue",""
0x001F0C33,"SQ_GuardShips01","Guard Ship crime dialogue",""
0x001F3A36,"MS01","Groundpounder",""
0x001F44B2,"UC07_HadrianVVRevealQuest","","This quest contains the scene and support dialogue for Hadrian learning that her father, the war criminal Vae Victis, is still alive."
0x001F6FB6,"DBTestPCMAI_Quest","",""
0x001F70B4,"BE_City_CY_RedTape02","Red Tape Runaround",""
0x001F77DA,"DialogueGenericChildren","",""
0x001FA649,"Hope_RC_Town_Housing","",""
0x001FA64A,"Hope_RC_Town_MissingSon","",""
0x001FA64B,"Hope_RC_Staryard_Worker03","",""
0x001FA64C,"Hope_RC_Staryard_Worker01","",""
0x001FA64D,"Hope_RC_BestDefense_Carlos04","",""
0x001FA64E,"Hope_RC_BestDefense_Carlos05","",""
0x001FA64F,"Hope_RC_PitStop_Customer01","",""
0x001FA650,"Hope_RC_PitStop_Customer02","",""
0x001FA651,"Hope_RC_PitStop_Customer03","",""
0x001FA652,"Hope_RC_Staryard_Worker02","",""
0x001FA653,"Hope_RC_Town_CousinJob","",""
0x001FB85C,"RI04","Background Checks","The player is sent to speak and meet with Dalton Fiennes, Ryujin Industries Chief Security Officer. Dalton tells the player he and Masako are enacting Security Directive Theta. This means that every single Ryujin employee is going to be fully investigated by a third party company. The only ""exception"" to this is Ularu Chen who requires special attention due to her own skills as an ex-operative and current Chief Operations Officer. Because Ularu would be so good at covering any tracks, Dalton has contractd out a man named Nyx, the best hacker in the Settled Systems and the only one to ever breach Ryujin Security. Nyx is going to give the player a program to run on Ularu's computer, but the catch is that no one, not even Ryujin's own security can know this investigation is going on... so the player needs to infiltrate Ryujin Tower. Dalton informs the player their keycard will not be good during this time and any guards will consider them to be trespassing. He warns against killing any of the guards and arms the player with a Disurptor, a non-lethal weapon. He also says he'll ensure all non-essential personnel have left the building, so only the security guards will be there. The player infiltrates Ryujin through a vent system and does their best to avoid the guards, running Nyx's program on Ularu's computer and potentially that of another, Camden Cho. Once complete, the player returns to Nyx who analyzes the information and puts anything pertinent on a new slate for Dalton. The player returns to Dalton at a now normal Ryujin Tower where he quickly sees the evidence points to Imogene Salzo."
0x001FC858,"UC09","A Legacy Forged","The player has discovered evidence that Vae Victis knows about the Lazarus Plant. They return to MAST to confront him and he reveals the truth - he organized the attacks on New Atlantis and Tau Ceti. He requests the player lie for him, however, and tell everyone it was soley Orlase - the Warlock - who triggered the attacks.\n\nThe player can then report what they uncovered to Hadrian and Percival - or lie to them - and then proceeds to share what they found with the Cabinet - or lie to them too.\n\nThe quest then finishes with two other major decisions - how to handle the discovery of the Lazarus plant (destroy it, share knowledge of it, etc.) and how to handle the Terrormorphs - by deploying the Aceles or a microbe."
0x001FE5C5,"CFKey_TerminalQuest","",""
0x001FE72F,"FC03_SpaceEncounterQuest","Basic Hostile Space Encounter",""
0x001FEE6F,"FC_JobsDoneSlateHolderQuest","",""
0x0020217B,"City_CY_Psych01Misc","Misc Pointer",""
0x00203D50,"SQ_TrafficManagerHeavy00","Ship Traffic Manager",""
0x00203D51,"SQ_TrafficManagerHeavy01","Ship Traffic Manager",""
0x002058DE,"Patch_Hotfix","",""
0x00205A9B,"Patch_Update01","",""
0x00205E36,"Trident_RC_Customer01","",""
0x00205E37,"Trident_RC_Jia02","",""
0x00205E38,"Trident_RC_Security01","",""
0x002062C3,"UC08","Hostile Intelligence","Hadrian and Percial have formed a plan on how to stop the Terrormorphs - remove them from human worlds by either hunting them down using creatures called ""Aceles"" or wiping them out with a microbe. In order to prove out either plan, though, they'll need some raw materials. And the place to collect those - Londinion.\n\nThe player, Hadrian, Percival, and Kaiser head to Londinion to collect those materials, but discover a plant - the Lazarus Plant - that might've been used to trigger the attacks on New Atlantis and Tau Ceti. The player and Hadrian then discover a lead to who might've known about the plant - Hadrian's father, Vae Victis."
0x002062D4,"SQ_Alarm","",""
0x00207D52,"Taiyo_RC_Security01","",""
0x00207D53,"Taiyo_RC_Customer01","",""
0x00207D54,"Taiyo_RC_Vern02","",""
0x00208181,"StroudEklund_RC_Havershaw02","",""
0x00208F0E,"Deimos_RC_Nikua04","",""
0x00208F0F,"Deimos_RC_Sandra02","",""
0x00208F10,"Deimos_RC_Nikua03","",""
0x00209086,"DialogueCydoniaConvo_Deimos02","","Peter Brennan is a clueless corporate executive. Here, he mistakes one of the newer employees, Gilly, for his personal assistant. She corrects him, and he plays it off as no big deal."
0x00209087,"DialogueCydoniaConvo_Marines03","","Two marines talking. One is feeling sort from yesterday's training, but the other makes sure to remind them that that kind of undisciplined talk can get everyone in trouble."
0x00209088,"DialogueCydoniaConvo_Miners04","","Trevor, the Mining boss approaches one of his employees, Laylah, who has been messing with the programming of the company's beloved mining robot companion. She fesses up, and he tells her it's okay, just tone it down a bit. She agrees to this."
0x00209089,"DialogueCydoniaConvo_Community02","","Samund, an ex-con who's been working the mines for many years is coming to Joy for some spiritual guidance, but he's not very religious, so when Horus, a representativ eof the Sanctum Universum butts in to help, he politely declines and decides to leave, instead."
0x0020908A,"DialogueCydoniaConvo_Condos03","","Renee comes up to Taye and asks him to ""guess what,"" like kids do. He makes a few wrong guesses, then Renee surprises him with something she made for him: a drawing or some other craft."
0x0020908B,"DialogueCydoniaConvo_Noam03","","Gauir passes by Noam, who has something to tell her about Laylah taking some of her explosives. This concerns Gauri, but she also knows Laylah often pulls pranks like this, so maybe she's just messing with her?  Think of Naom as a robot version of Alexa or Siri."
0x0020908C,"DialogueCydoniaConvo_Miners05","","Laylah often pulls pranks on the other miners. Gauri decides to get Laylah back, and Laylah almost buys it. It's a friendly exchange."
0x0020908D,"DialogueCydoniaConvo_BrokenSpear02","","Booth, the chief security officer in Cydonia, is following up with Jack, the bartender, about an incident he heard about. Just checking in. Jack is tough, he can handle it."
0x0020908E,"DialogueCydoniaConvo_Deimos03","","Typical office chatter. Leona notices that Gilly hasn't been her normal self recently so she asks what's wrong. Tia blurts out that Gilly is going through a divorce, much to Gilly's shock. She chastises Tia, but Leona says she already knew. Gilly says she'll be fine, and Leona offers to invite her on a getaway to help her forget about her problems."
0x00209F3E,"Hope_RC_Tech_Inaya_02","",""
0x00209F3F,"Hope_RC_Tech_Bennu_02","",""
0x00209F40,"Hope_RC_Tech_Inaya_03","",""
0x0020B923,"Dialogue1OfAKindUC07","","Support quest for the characters living at 1-Of-A-Kind Salvage, a mech chop shop on one of the most hostile planets in the galaxy."
0x0020C0C0,"SE_JM01","Derelict Ship Template",""
0x0020C577,"CR_Dialogue_Terrormorph_Base","",""
0x0020C59E,"DialogueUCNewAtlantis_Argos","",""
0x0020C63E,"RL032_EavesdroppingScene01","RL032_EavesdroppingScene01",""
0x0020C63F,"AudioLogsQuest_OB","",""
0x0020D241,"Patch_Update02","",""
0x0020D381,"Patch_Update04","",""
0x0020D397,"Patch_Update03_FixFollower","",""
0x0020E581,"MQ304_PostQuestDialogue","Post Quest Hellos for both MQ304 and MQ303",""
0x0020EC59,"DialogueGenericStarborn_Unique","Combat lines for unique NPCs",""
0x0020EC5A,"DialogueGenericStarbornShips_Unique","Ship Combat lines for unique NPCs",""
0x0020FEE7,"FC01_DialogueHolderQuest","",""
0x002100B9,"SQ_CCT_Enviro_SpookAmbush04","",""
0x002100BA,"SQ_CCT_Enviro_SpookAmbush03","",""
0x002100BB,"SQ_CCT_Enviro_SpookAmbush02","",""
0x002100BC,"SQ_CCT_Enviro_SpookAmbush01","",""
0x002100BD,"SQ_CCT_Enviro_SpookAmbush00","",""
0x002100BE,"SQ_CCT_Enviro_SpookAmbush","",""
0x00211125,"FFConstantR02","Family Reunion","Abe Levitz, the cabin manager on board an old colony ship, the ECS constant has asked the player to track down his crew's relatives after finding out the ship was not alone in the universe as they previously thought. The player finds the relatives and delivers the news, but the relative is skeptical, and so it is up to the player to convince them and report back to Abe."
0x00211126,"FFConstantR02Misc","Misc Pointer","Just a misc quest to let the player speak to Abe and accept or decline doing the actual quest."
0x002111FE,"City_Neon_Gang_Dialogue","Generic Dialogue for the Strikers",""
0x002117CA,"FFConstantZ06","Dear Sister","after helping the colony ship ECS Constant, the player also helped one of its crew members, Janet Yang, who was unhappy with the resolution. There are two potential scenarios: either the ECS Constant resettled the colonists at Paradiso, or they''re drifting in space, looking for a new planet to call home. In either case, the player has helped Janet escape her situation. Now, the player is in New Atlantis, when they hear a familiar voice call out to them, and Janet rushes over to find them. Janet is asking the player to deliver a letter to her sister, Julia, who stayed with the rest of the ECS Constant Crew."
0x00211C5E,"CR_Dialogue_QuadrupedB","",""
0x0021217B,"SQ_TemplateRadiantPlanetQT","",""
0x0021261D,"FFConstantZ05Misc","Misc Pointer",""
0x0021261E,"FFConstantZ05","Escape from the Endless Voyage","When the colony ship ECS Constant arrived at its destination prior to this quest, they found it already inhabited, dashing their plans of colonizing it. The player helped by outfiting the ship with a grav drive so it can find a new home world. However, the captain of the ship, Diana Brackenridge, is determined to find the perfect world, as close to the original as possible. This makes Janet Yang upset, because she is sick of this ship and deserately wants to leave after finding out that there are other people out there. The player offers to help convince the captain to let her go."
0x00212B4E,"City_Akila_Ashta03","Leader of the Pack",""
0x00212B4F,"City_Akila_Ashta02","False Positives",""
0x00214707,"StarbornTempleQuest","Starborn Temple Quest",""
0x002149F9,"FFConstantZ04Misc","Misc Pointer",""
0x002149FA,"FFConstantZ04","Debt Forgiveness","The player has helped the colony ship, ECs Constant resettle at a luxury resort, Paradiso. The colonists have entered into a contract with the Paradiso Group to pay for their resettlement there by going into debt, requiring them to work for the resort to pay it off before they can leave. Janet is particularly upset about this deal and wants to get out of here. The player offers to negotiate for her debt to be forgiven so she can leave."
0x002153B5,"MB_Supply05Organic_Common","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>",""
0x00215A42,"FC_AC_RandConv_TheRock04","",""
0x00215A43,"FC_AC_RandConv_Aggies01","",""
0x00215A44,"FC_AC_RandConv_Aggies02","",""
0x00215A45,"FC_AC_RandConv_Aggies03","",""
0x00215A46,"FC_AC_RandConv_TheRock05","",""
0x00215CB6,"MQ207_PostQuestDialogue","Keeper Aquilus Return",""
0x00215CCA,"MB_PassengerDestinationFinderFar","",""
0x00215CCB,"MB_PassengerDestinationFinderLocal","",""
0x00215CCC,"MB_CargoDestinationFinderFar","",""
0x00215CCD,"MB_CargoDestinationFinderLocal","",""
0x00215D61,"MB_Supply02Uncommon","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>",""
0x00215E93,"UC07","War Relics","The player has finished their work with Vae Victis, learning the location of one of Hadrian's old team members - Kaiser - as well as the fact that Hadrian is both a clone of Vae Victis, and the fact that the old Admiral is still alive.\n\nThe player can tell Hadrian what they've discovered, and she'll request the player head to Niira to recover Kaiser.\n\nThere, the player meets Gel, prioreitor of the only business on Niira - 1-Of-A-Kind Salvage - which makes their money chopping up mechs and selling off the parts.\n\nHe can help the player find Kaiser, who has run out of power stalking a dangerous Xenoweapon known as Unit 99. Once the player restores Kaiser (either by purchasing a battery from Gel or making one themselves), they'll help Kaiser ""disarm"" Unit 99, by either killing the alien or wiping its mind control interface. \n\nOnce Unit 99 has been dealt with, Kaiser and the player return to Mars, where they'll learn their next destination - Londinion."
0x002160FC,"FC_AC_RandConv_Shepherds03","",""
0x002160FD,"FC_AC_RandConv_Shepherds02","",""
0x002160FE,"FC_AC_RandConv_Shepherds01","",""
0x002160FF,"FC_AC_RandConv_HitchingPost03","",""
0x00216100,"FC_AC_RandConv_HitchingPost02","",""
0x00216101,"FC_AC_RandConv_RowlandArms01","",""
0x00216102,"FC_AC_RandConv_RowlandArms02","",""
0x00216103,"FC_AC_RandConv_RowlandArms03","",""
0x0021625F,"City_Akila_Ashta01","Defensive Measures",""
0x00216D3C,"DialogueTrackersAllianceAgents","","Holds the dialogue for the Trackers Alliance Agents. The player can ask them about work, and they will point the player to the nearest Mission Board which lists Bounty Hunting jobs. The player can also ask other questions."
0x00216D3D,"RAD04","Wanted... Dead not Alive","The player aks a Trackers Alliance Agent about where to find Bounty Hunting jobs, and is directed to the nearest Mission Board, which has such jobs."
0x00216F7F,"FC_AC_RandConv_HitchingPost01","",""
0x00216F80,"FC_AC_RandConv_TheRock02","",""
0x00216F81,"FC_AC_RandConv_TheRock01","",""
0x00216F82,"FC_AC_RandConv_Template","",""
0x00216F83,"FC_AC_RandConv_TheRock03","",""
0x002170FB,"CF01_KarlFielding_SpeechChallenges","Deep Cover Speech Challenges",""
0x0021710A,"RAD03","The Long Haul","The player has asked a Trade Authority vendor about working for the Trade Authority. They point the player to the nearest Mission Board. The player completes this quest when accepting a Trade Authority mission."
0x0021710B,"FFNewHomesteadZ01","Starsap Tours","The player takes a tour of New Homestead with Bill Stasap of Starsap Tours. He will tell them facts about the settlement along the way, and stop at each point of interest to allow the player to ask questions."
0x0021848B,"SE_AF06","Smuggling Loot Cave",""
0x0021952E,"FFNewHomesteadR05","Special Sauce","Luthor Atlanta manages the Chunks in New Homestead. Since this is kind of in the boondocks of the Settled Systems, they don't get new stock as often as some of the other Chunks, and this particular location seems to run out of Chunks Special sauce frequently (Luthor may or may not have something to do with that). The player can offer to help Luthor by picking some more sauce up from another Chunks location and bring it back to him."
0x0021A1CA,"AudioLogsQuest_BB","",""
0x0021A1FE,"City_Neon_Chem_Game","Drug Quests Crafting Game",""
0x0021A7E0,"LC123VictorCompoundQuest","Victor Compound Cora Quest",""
0x0021A8B0,"FFNewHomesteadR02","Tourists Go Home","Dr. Giuliana Lakota is one of a few New Homestead citizens who does not like the tourists who come to her home town to gawk at them and their relatively simple life. She sespecially dislikes them because they tend not to be careful while out on their tours, and frequently end up in her doctor's office, which sometimes prevents her from seeing her regular patients. She's hatched a plan to scare them off by pretending to be an alien creature, having ordered a custom-made monster costume, but she's been too busy to put it on and use it to scare the tourists. This is where the player comes in to help her out. This quest is repeatable."
0x0021B1FA,"FFNewHomesteadR04","Brownout","Brownouts are plaguing New Homestead because the wind turbines keep icing up. Joyce Osaka is fairly new to New Homestead, but she's determined to fix these problems. However, she could use some help from the player until the replacement parts come in to fix the problem permanantly. She asks the player to go out and de-ice the equipment. This is a repeatable quest."
0x0021B201,"MQ_HunterPreMQ106","",""
0x0021B8BD,"SQ_TrafficManagerHeavy","Ship Traffic Manager",""
0x0021BB02,"DialogueCrowdConvo003","Crowd Actor Conversations",""
0x0021C202,"MB_SurveyTrait02","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>",""
0x0021C203,"MB_SurveyTrait00","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>",""
0x0021C204,"MB_SurveyTrait13","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>",""
0x0021C738,"DialogueNewHomesteadConvo_Methane01","",""
0x0021C739,"DialogueNewHomesteadConvo_Tour01","",""
0x0021C73A,"DialogueNewHomesteadConvo_Museum01","",""
0x0021C73B,"DialogueNewHomesteadConvo_Tavern01","",""
0x0021C73C,"DialogueNewHomesteadConvo_Arrival01","",""
0x0021C73D,"DialogueNewHomesteadConvo_Farms01","",""
0x0021C73E,"DialogueNewHomesteadConvo_Tavern02","",""
0x0021C73F,"DialogueNewHomesteadConvo_Trade01","",""
0x0021C740,"DialogueNewHomesteadConvo_Chunks01","",""
0x0021D05B,"PlayerSkills_Magazines","Player Skills Magazines",""
0x0021D792,"CF05","The Best There Is",""
0x0021E703,"MB_Supply01Common","Supply <Alias=PrimaryRef> to <Alias=TargetPlanetLocation>, <Alias=TargetSystemLocation>",""
0x0021E73C,"LC088_Space","[LC088 - Crimson Fleet Final Battle - Space Battle]",""
0x0021ECD0,"COM_Quest_Andreja_Q01","Divided Loyalties",""
0x0021F49A,"COM_Quest_SamCoe_Q01_SpaceEnc","Matters of the Hart Space Encounter",""
0x0021F572,"SE_TradeShip_TradeAuthority","Trader",""
0x0021FD37,"MB_SurveyTrait01","Locate <Alias=PrimaryRef> in <Alias=TargetSystemLocation>",""
0x00220B47,"SE_AF04","Pirate Loot Trap",""
0x00222A40,"SE_AF02","Ship Racing",""
0x00222E40,"City_CY_StartUp01","Start-Up Stopped","Jane Weller owns a small independent general good shop in Cydonia. She pulled herself up by her bootstraps all by herslef and made it work despite the difficulties she faced in her life. Everything was going well: shop's doing well, enough so that she could afford a cargo ship to help expand her operations. There's just one problem. She bought her ship, the Berry Mule, from a sketchy dealer, and it turns out the ship was stolen. Now, her pilot friend has gone missing with the ship. she asks the player to help track it down and get it back, but the player finds it has been reclaimed by Ecliptic mercenaries, who are intent on bringing it back to its rightful owner. The player can choose how to get it back and save Erick in a tense standoff with the mercs."
0x0022342E,"DialogueFCAkilaCity","",""
0x00224B21,"SE_SurveySatellite","Surveys:",""
0x00224B22,"SE_GenericTemplate","Space Encounter Template",""
0x00224FE8,"FFCydoniaR02","Refurbished Goods","After the player proves themselves as being trustworthy, Denis Averin has another mission for them. Denis hears about various renegade groups throughout the Settled Systems, and asks the player to retreive valuable weaponry and other equipment so that he can refurbish and resell it to his own customers on the side."
0x002250C4,"City_Neon_Gang03","The Showdown",""
0x00225130,"City_CY_Psych01","Psyched","After helping Trevor Petyarre with his request for new mining equipment, Gilly Seong, a psychologist working for Deimos,  reveals that she knew the player was up to something. However, instead of ratting them out, she asks for their aid, trusting that they will be eager to help. She is behind in her tasks to get psychological evaluations to Deimos employees, so she asks the player to deliver them for her. The player will deliver and collect them from various employees, learning a little bit about them in the process."
0x00225314,"DialogueMiniBot","","This quest handles dialogue when a Mini Bot is activated."
0x0022607A,"MB_SurveyPlanet01","Survey <Alias=TargetPlanetLocation> in <Alias=TargetSystemLocation>",""
0x00226526,"City_Neon_Gang_Tagging","This is the tagging system for the Neon Gang quests",""
0x00226527,"City_Neon_Gang02","Display of Power",""
0x0022686C,"City_CY_Runaway01","Runaway","The player happens upon Rivkah Ovadia (RIV-kah o-VAh-dee-ah), who is ill with some sort of respiratory issue. After asking about it, she informs the player that she can't get help because she is currently Wanted by her father after attacking him and stealing his spaceship, hinting that their relationship was toxic and she did it to escape. She wants to try to repair that relationship with him, but knows that he put a bounty on her and has been trying to track her down ever since.\n\nThe player offers to help, and she tells him to bring him a bottle of his favorite whiskey as a peace offering form her.\n\nWhen the player confronts her father, Natan (Nah-TAHN), he is distrustful, stubborn, and aggressive. The player may take one of several approaches which can bring him to his senses, or escalate the situation. The player then returns to Rivkah to tell her what transpired, or, they can side with Natan and turn in Rivkah."
0x0022760F,"DialogueFCNeonConvo_XenoWorker01","",""
0x00227610,"DialogueFCNeonConvo_Newills03","",""
0x00227611,"DialogueFCNeonConvo_Newills02","",""
0x00227612,"DialogueFCNeonConvo_OffworldEats01","",""
0x00227613,"DialogueFCNeonConvo_OffworldEats02","",""
0x00227614,"DialogueFCNeonConvo_OffworldEats03","",""
0x00227615,"DialogueFCNeonConvo_Newills01","",""
0x00227616,"DialogueFCNeonConvo_XenoWorker02","",""
0x00227617,"DialogueFCNeonConvo_XenoWorker03","",""
0x00227618,"DialogueFCNeonConvo_XenoWorker04","",""
0x00227619,"DialogueFCNeonConvo_XenoWorker05","",""
0x0022761A,"DialogueFCNeonConvo_GenerdyneWorker01","",""
0x0022761B,"DialogueFCNeonConvo_GenerdyneWorker02","",""
0x0022761C,"DialogueFCNeonConvo_GenerdyneWorker03","",""
0x0022761D,"DialogueFCNeonConvo_GenerdyneWorker04","",""
0x0022761E,"DialogueFCNeonConvo_GenerdyneWorker05","",""
0x002292CC,"Patch_Update03","",""
0x002292EB,"Patch_BEShips","",""
0x00229EE7,"City_Neon_Gang01","The Audition",""
0x0022B2D9,"BE_Landing","[BE - Landing Handler]",""
0x0022D67C,"SE_MQ207C","[Entangled - Satellite Quest]","The player's search for one of the final Artifacts leads them to Nishina Research Station, a remote research outpost near the edge of the settled systems. Once inside, they find themselves shifting between two universes: one where the station is intact and inhabited, and the other where it has been destroyed in a catastrophic fire, leaving only one survivor. The player must navigate the shifting, gain control of the phenomenon, and shift back and forth between universes to claim the Artifact.\n\nThis quest, SE_MQ207C, is the distress signal that plays from the satellite when the player first arrives in orbit above Nishina."
0x0022DAD5,"DialogueFCNeonEstablishingScene","Neon Establishing Scene",""
0x0022DAD6,"DialogueFCNeon","Neon Main Dialogue",""
0x0022E140,"FFCydoniaZ01","Freight Fright","The eccentric manager of the Cydonia UC Exchange, Denis Averin, needs help finding his ship, which unexpectedly landed out in the Mars desert. He's unsure what happened, but suspects a problem on board. He wants the player to investigate because local authorities are taking too long and he needs the shipment ASAP."
0x0022E153,"DialogueShipServices","Ship Services Tech Dialogue",""
0x0022EF4E,"CF02_Ragana_SpaceEncounter","[Space Encounter for the Ragana]",""
0x0022F263,"LC115","LC115 - Seokguh Hideout",""
0x0022F264,"LC044","LC044 - Ryujin Tower",""
0x002308A3,"OE_KMK_HostileHumans","Hostile Humans","Sets up a group around the main center marker, allows all creature aliases. This is a very general Template and can be refined further."
0x00231A20,"COM_Companion_SamCoe_Cora","Cora's dialogue when Sam is a companion",""
0x002335F2,"DialogueCrowdConvo_MQ204_01","MQ204 Crowd Actor Conversations",""
0x00233C2F,"City_Neon_Chem03","Supply Line",""
0x00235BC7,"City_Neon_Chem_Shared","","MUST RUN ON START"
0x00235C27,"City_Neon_Chem02","Fishy Business",""
