OModFormID, OModEditorID, OModFull, Index, ValueType, FunctionType, PropertyName, Value1, Value2, Step
0x001452D5,"_Template_mod_Weapon_Internal_Amplifier","Template Weapon Amplifier",5,4,2,WKEY,"KYWD:0023D5FD s_20_HighPowerVelocityMuzzleBrake",0,0.000000
0x001452D5,"_Template_mod_Weapon_Internal_Amplifier","Template Weapon Amplifier",6,4,2,WKEY,"KYWD:001F5660 WeaponMod_Amplifier_Keyword",0,0.000000
0x001452D5,"_Template_mod_Weapon_Internal_Amplifier","Template Weapon Amplifier",7,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",1,1,1,WCO5,0.100000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",2,1,1,WCO3,-0.100000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",3,1,1,WCO6,-0.100000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",4,1,1,WCO2,-0.100000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",5,1,1,WCO1,-0.100000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",6,1,1,WMXR,0.200000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",7,1,1,WMNR,0.200000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",8,1,1,GVAL,0.250000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",9,1,2,GWEI,0.200000,0.000000,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",10,4,2,WKEY,"KYWD:003FE6D5 dn_HasInternalMod",0,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",11,4,2,WKEY,"KYWD:0023D5FD s_20_HighPowerVelocityMuzzleBrake",0,0.000000
0x001452D6,"_Template_mod_Weapon_Internal_HighVelocity","Template Weapon High Velocity",12,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452D7,"_Template_mod_Weapon_Internal_HairTrigger","Template Weapon Hair Trigger",1,1,1,WSPD,0.200000,0.000000,0.000000
0x001452D7,"_Template_mod_Weapon_Internal_HairTrigger","Template Weapon Hair Trigger",2,1,1,GVAL,0.150000,0.000000,0.000000
0x001452D7,"_Template_mod_Weapon_Internal_HairTrigger","Template Weapon Hair Trigger",3,1,2,GWEI,-0.100000,0.000000,0.000000
0x001452D7,"_Template_mod_Weapon_Internal_HairTrigger","Template Weapon Hair Trigger",4,4,2,WKEY,"KYWD:003FE6D5 dn_HasInternalMod",0,0.000000
0x001452D7,"_Template_mod_Weapon_Internal_HairTrigger","Template Weapon Hair Trigger",5,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",1,1,1,WABS,-0.100000,0.000000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",2,1,1,WCO4,-0.100000,-0.100000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",3,1,1,WCO3,0.100000,0.100000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",4,1,1,WCO6,0.100000,0.100000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",5,1,1,WCO2,0.100000,0.100000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",6,1,1,WCO1,0.100000,0.100000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",7,1,1,WRC2,-0.200000,-0.200000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",8,1,1,WRC1,-0.200000,-0.200000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",9,1,1,WRC5,0.200000,0.200000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",10,1,1,WSTS,-0.200000,-0.200000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",11,1,1,GVAL,0.200000,0.000000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",12,1,2,GWEI,-0.800000,0.000000,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",13,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001452D9,"_Template_mod_Weapon_Stock_NoStock","Template Weapon No Stock",14,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",1,1,1,WABS,0.125000,0.000000,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",2,1,1,WSTS,-0.100000,-0.100000,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",3,1,1,GVAL,0.300000,0.000000,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",4,1,2,GWEI,-0.600000,0.000000,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",5,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001452DA,"_Template_mod_Weapon_Stock_Tactical","Template Weapon Tactical Stock",6,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",1,1,1,WABS,0.225000,0.000000,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",2,1,1,WSTS,0.125000,0.100000,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",3,1,1,GVAL,0.500000,0.000000,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",4,1,2,GWEI,1.600000,0.000000,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",5,4,2,WENC,"ENCH:00374068 Ench_Weapon_StabilizingStock",0,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",6,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001452DB,"_Template_mod_Weapon_Stock_Stabilizing","Template Weapon Stabilizing Stock",7,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",1,1,1,WABS,0.200000,0.000000,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",2,1,1,WSTS,0.100000,0.100000,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",3,1,1,GVAL,0.400000,0.000000,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",4,1,2,GWEI,0.650000,0.000000,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",5,4,2,WENC,"ENCH:00374065 Ench_Weapon_StabilizingGrip",0,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",6,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001452DC,"_Template_mod_Weapon_Grip_Stabilizing","Template Weapon Stabilizing Grip",7,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001452DD,"mod_AA99_Optics_IronSights","Iron Sights",1,4,0,ZDTA,"ZOOM:00025CB4",0,0.000000
0x001452DD,"mod_AA99_Optics_IronSights","Iron Sights",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x0014629D,"mod_Grendel_Muzzle_MuzzleBrake","Muzzle Brake",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x0014629E,"mod_Grendel_Muzzle_Compensator","Compensator",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x001462A1,"mod_Grendel_Barrel_Stabilizing","Stabilizing Barrel",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x001462A4,"mod_AA99_Barrel_Stabilizing","Stabilizing Barrel",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x001462A5,"mod_AA99_Barrel_Long","Long Barrel",1,4,2,WKEY,"KYWD:00003774 remapNode_ProjectileNode_P-ProjectileNode",0,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",1,1,1,WABS,0.200000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",2,1,1,WRC2,0.100000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",3,1,1,WRC1,0.100000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",4,1,1,WRC5,-0.100000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",5,1,1,WSTS,0.150000,0.150000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",6,1,1,GVAL,0.500000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",7,1,2,GWEI,3.500000,0.000000,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",8,4,2,WENC,"ENCH:001462A2 Ench_Weapon_StabilizingBarrel",0,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",9,4,2,WKEY,"KYWD:003FE6D0 dn_HasBarrelMod",0,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",10,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x001462A6,"_Template_mod_Weapon_Barrel_Stabilizing","Template Weapon Stabilizing Barrel",11,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",1,1,1,WABS,0.100000,0.000000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",2,1,1,WRSP,0.100000,0.100000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",3,1,1,WSTS,-0.150000,-0.150000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",4,1,1,GVAL,0.200000,0.000000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",5,1,2,GWEI,-0.250000,0.000000,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",6,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001462A7,"_Template_mod_Weapon_Grip_Tactical","Template Weapon Tactical Grip",7,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",1,1,1,WABS,0.100000,0.000000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",2,1,1,WRC2,0.150000,0.150000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",3,1,1,WRC1,0.150000,0.150000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",4,1,1,WRC5,-0.150000,-0.150000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",5,1,1,GVAL,0.300000,0.000000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",6,1,2,GWEI,0.250000,0.000000,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",7,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001462A8,"_Template_mod_Weapon_Grip_Foregrip","Template Weapon Foregrip",8,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",1,1,1,WABS,0.050000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",2,1,1,WCO4,0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",3,1,1,WCO3,-0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",4,1,1,WCO6,-0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",5,1,1,WCO2,-0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",6,1,1,WCO1,-0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",7,1,1,WSTS,-0.100000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",8,1,1,GVAL,0.200000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",9,1,2,GWEI,0.200000,0.000000,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",10,4,2,WKEY,"KYWD:003FE6D1 dn_HasGripMod",0,0.000000
0x001462A9,"_Template_mod_Weapon_Grip_Ergonomic","Template Weapon Ergonomic Grip",11,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",1,5,0,WSLV,2,0,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",2,1,1,WCO4,0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",3,1,1,WCO3,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",4,1,1,WCO6,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",5,1,1,WCO2,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",6,1,1,WCO1,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",7,1,1,WCDM,0.500000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",8,1,1,WMXR,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",9,1,1,WMNR,-0.150000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",10,1,1,GVAL,0.350000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",11,1,2,GWEI,1.500000,0.000000,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",12,4,2,WKEY,"KYWD:003BE626 dn_HasMuzzle_StealthLaser",0,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",13,4,2,WKEY,"KYWD:003FE6D3 dn_HasMuzzleMod",0,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",14,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",15,4,2,WKEY,"KYWD:00054A67 s_25_Suppressor",0,-215.889999
0x001462AA,"_Template_mod_Weapon_Muzzle_StealthLasers","Template Weapon Muzzle Stealth Lasers",16,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",1,1,1,WCO4,0.150000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",2,1,1,WCO3,-0.150000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",3,1,1,WCO6,-0.150000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",4,1,1,WCO2,-0.150000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",5,1,1,WCO1,-0.150000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",6,1,1,GVAL,0.350000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",7,1,2,GWEI,1.500000,0.000000,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",8,4,2,WKEY,"KYWD:003FE6D3 dn_HasMuzzleMod",0,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",9,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x001462AB,"_Template_mod_Weapon_Muzzle_FocalLens","Template Weapon Muzzle Focal Lens",10,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",1,1,1,WCO4,0.200000,-0.150000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",2,1,1,WCO3,-0.200000,0.150000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",3,1,1,WCO6,-0.200000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",4,1,1,WCO2,-0.200000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",5,1,1,WCO1,-0.200000,0.150000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",6,1,1,WMXR,0.100000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",7,1,1,WMNR,0.100000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",8,1,1,GVAL,0.350000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",9,1,2,GWEI,0.700000,0.000000,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",10,4,2,WKEY,"KYWD:003FE6D3 dn_HasMuzzleMod",0,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",11,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x001462AC,"_Template_mod_Weapon_Muzzle_Choke","Template Weapon Muzzle Choke",12,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",1,1,1,WCDM,0.500000,0.500000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",2,1,1,WMXR,0.200000,0.000000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",3,1,1,WMNR,0.200000,0.000000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",4,1,1,GVAL,0.350000,0.000000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",5,1,2,GWEI,0.800000,0.000000,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",6,4,2,WKEY,"KYWD:003FE6D3 dn_HasMuzzleMod",0,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",7,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",8,4,2,WKEY,"KYWD:00386783 s_30_Focused",0,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",9,4,2,WKEY,"KYWD:001F5663 WeaponMod_FocusNozzle_Keyword",0,0.000000
0x001462AE,"_Template_mod_Weapon_Muzzle_FocusNozzle","Template Weapon Muzzle Focus Nozzle",10,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x0014A245,"mod_AVM_MagShear_Magshear_Kryx","",1,4,2,WKEY,"KYWD:0014A244 AVM_MagShear_Magshear_Kryx",0,0.000000
0x0014A245,"mod_AVM_MagShear_Magshear_Kryx","",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x0014A24E,"mod_AVM_MagShot_Magshot_Kryx","",1,4,2,WKEY,"KYWD:0014A24D AVM_MagShot_Magshot_Kryx",0,0.000000
0x0014A24E,"mod_AVM_MagShot_Magshot_Kryx","",2,4,2,WKEY,"KYWD:00374EFA DontShowInUI",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",1,6,0,NACV,"AVIF:000002DA SpeedMult",200.000000,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",2,4,2,NFAC,"FACT:0014A9D9 CritterFactionFriend",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",3,4,2,NFAC,"FACT:0014A9D8 PredatorPorrimaIIIFaction",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",4,4,2,NGFA,"FACT:001FA150 PredatorAFaction_HerdLarge",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",5,4,2,NKEY,"KYWD:001FA164 ActorTypeHerdLarge",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",6,4,2,NKEY,"KYWD:002CC9F2 ActorTypePredator",0,0.000000
0x0014A9D7,"mod_CCT_Faction_PredatorCustom_PorrimaIII","Predator Custom - Porrima III",7,4,2,NKEY,"KYWD:00200B06 CCT_Instance_Name_Pack",0,0.000000
0x0014A9DA,"mod_CCT_Temperament_PredatorPorrimaIII","Predator - Porrima III",1,4,0,NAID,"NPC_:001A1800 CCT_Template_AIData_Brave_NoAppearanceData",0,0.000000
0x0014A9DA,"mod_CCT_Temperament_PredatorPorrimaIII","Predator - Porrima III",2,4,2,NKEY,"KYWD:001699AB CCT_Temperament_Aggressive",0,0.000000
0x0014A9DA,"mod_CCT_Temperament_PredatorPorrimaIII","Predator - Porrima III",3,4,2,NREA,"NPC_:0014A9DB CCT_Template_ReactionRadius_PredatorHuntPlayer_NoAppearanceData",0,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",1,5,0,WSLV,2,0,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",2,1,1,WCO4,0.150000,0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",3,1,1,WCO3,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",4,1,1,WCO6,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",5,1,1,WCO2,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",6,1,1,WCO1,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",7,1,1,WCDM,0.500000,0.500000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",8,1,1,WMXR,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",9,1,1,WMNR,-0.150000,-0.150000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",10,1,1,GVAL,0.350000,0.000000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",11,1,2,GWEI,0.300000,0.000000,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",12,4,2,WKEY,"KYWD:0016304E dn_HasMuzzle_Suppressor",0,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",13,4,2,WKEY,"KYWD:003FE6D3 dn_HasMuzzleMod",0,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",14,4,2,WKEY,"KYWD:0004F62C remapNode",0,0.000000
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",15,4,2,WKEY,"KYWD:00054A67 s_25_Suppressor",0,-215.889999
0x0014AFD5,"_Template_mod_Weapon_Muzzle_Suppressor","Template Weapon Muzzle Suppressor",16,6,2,WACV,"AVIF:0026AD4E ModCount",1.000000,0.000000
0x0014AFD6,"_Template_mod_Weapon_Muzzle_MuzzleBrake","Template Weapon Muzzle Brake",1,1,1,WABS,0.100000,0.000000,0.000000
