FormID, EditorID, Name, Model, Value, Weight
0x00136DBE, "Neon_Jam_Jar_Medium", "Jam Jar", "SetDressing\Neon_Jam_Jar\Neon_Jam_Jar_Medium.nif", "8", "0.100000"
0x00136DBF, "Neon_Jam_Jar_Small", "Small Jam Jar", "SetDressing\Neon_Jam_Jar\Neon_Jam_Jar_Small.nif", "5", "0.100000"
0x0013704C, "Bootleg_Moonshine_Thermometer01", "Moonshine Thermometer", "SetDressing\MoonShine\Bootleg_Moonshine_Thermometer01.nif", "105", "0.100000"
0x0013704D, "Bootleg_Moonshine_Pot01_Lid01", "Moonshine Pot Lid", "SetDressing\MoonShine\Bootleg_Moonshine_Pot01_Lid01.nif", "5", "0.300000"
0x0013704E, "Bootleg_Moonshine_Pot01", "Moonshine Pot", "SetDressing\MoonShine\Bootleg_Moonshine_Pot01.nif", "10", "0.400000"
0x00137050, "Bootleg_Moonshine_Container03", "Liquor Jug", "SetDressing\MoonShine\Bootleg_Moonshine_Container03.nif", "8", "0.250000"
0x00137051, "Bootleg_Moonshine_Container02", "Small Moonshine Jug", "SetDressing\MoonShine\Bootleg_Moonshine_Container02.nif", "8", "0.250000"
0x00137052, "Bootleg_Moonshine_Container01", "Large Moonshine Jug", "SetDressing\MoonShine\Bootleg_Moonshine_Container01.nif", "10", "0.350000"
0x00138F2F, "Bar_Bowl02", "Bowl", "SetDressing\BarItems\Bar_Bowl02.nif", "35", "0.200000"
0x00139E6B, "AncientBranch01", "Ancient Branch", "Landscape\Trees\TreeMesa\AncientBranch01.nif", "655", "1.000000"
0x0013BD9C, "ChasmbassOil", "Chasmbass Oil", "Items\Alien_Gastronomic_Delight\OrgUniqueNeurologic.nif", "350", "0.200000"
0x0013F2FB, "Bar_Spoon03", "Bar Spoon", "SetDressing\BarItems\Bar_Spoon03.nif", "35", "0.050000"
0x0013F2FC, "Bar_Spoon02", "Bar Spoon", "SetDressing\BarItems\Bar_Spoon02.nif", "35", "0.050000"
0x0013F2FD, "Bar_Spoon01", "Bar Spoon", "SetDressing\BarItems\Bar_Spoon01.nif", "35", "0.050000"
0x0013F2FE, "Bar_BottleOpener01", "Bottle Opener", "SetDressing\BarItems\Bar_BottleOpener01.nif", "35", "0.100000"
0x0013F2FF, "Bar_Muddler01", "Cocktail Muddler", "SetDressing\BarItems\Bar_Muddler01.nif", "35", "0.050000"
0x0013F300, "Bar_Jigger03", "Jigger", "SetDressing\BarItems\Bar_Jigger03.nif", "35", "0.050000"
0x0013F301, "Bar_Jigger02", "Jigger", "SetDressing\BarItems\Bar_Jigger02.nif", "35", "0.050000"
0x0013F302, "Bar_Jigger01", "Jigger", "SetDressing\BarItems\Bar_Jigger01.nif", "35", "0.050000"
0x0013F303, "Bar_Shaker01C", "Cocktail Shaker Lid", "SetDressing\BarItems\Bar_Shaker01C.nif", "35", "0.050000"
0x0013F304, "Bar_Shaker01B", "Cocktail Shaker Strainer", "SetDressing\BarItems\Bar_Shaker01B.nif", "35", "0.050000"
0x0013F305, "Bar_Shaker01A", "Cocktail Shaker", "SetDressing\BarItems\Bar_Shaker01A.nif", "35", "0.050000"
0x0013F306, "Bar_Shaker01", "Sealed Cocktail Shaker", "SetDressing\BarItems\Bar_Shaker01.nif", "35", "0.050000"
0x0013F307, "Bar_strainer01", "Cocktail Strainer", "SetDressing\BarItems\Bar_strainer01.nif", "35", "0.050000"
0x0013F74D, "Bar_Corkscrew01", "Corkscrew", "SetDressing\BarItems\Bar_Corkscrew01.nif", "35", "0.050000"
0x001401D8, "Desktop_SandGarden_Tool01", "Sand Garden Tool", "SetDressing\Desktop_Items\Desktop_SandGarden_Tool01.nif", "12", "0.100000"
0x001401DD, "Desktop_Origami01", "Origami Sculpture", "SetDressing\Desktop_Items\Desktop_Origami01.nif", "240", "1.800000"
0x001401DF, "Desktop_SoilBowl01", "Desktop Soil Bowl", "SetDressing\Desktop_Items\Desktop_SoilBowl01.nif", "140", "2.000000"
0x001401E1, "Desktop_SwingToy01", "Newton's Cradle", "SetDressing\InteractiveHavok\IH_Desktop_SwingToy01.nif", "55", "0.450000"
0x001401EC, "Desktop_PencilCase01", "Pencil Case", "SetDressing\Desktop_Items\Desktop_PencilCase01.nif", "8", "0.100000"
0x001401EE, "Desktop_CuteToy01", "My Friend Wilby", "SetDressing\Desktop_Items\Desktop_CuteToy01.nif", "35", "0.400000"
0x001401F3, "Desktop_IncenseBurner01", "Incense Burner", "SetDressing\Desktop_Items\Desktop_IncenseBurner01.nif", "75", "1.600000"
0x001401F5, "Desktop_PaperTrayEmpty01", "Document Tray", "SetDressing\Desktop_Items\Desktop_PaperTrayEmpty01.nif", "8", "0.100000"
0x001401F7, "Desktop_PaperTray01", "Desktop Paper Tray", "SetDressing\Desktop_Items\Desktop_PaperTray01.nif", "8", "0.100000"
0x001401F9, "Desktop_SportsStand01", "Old Earth Baseball", "SetDressing\Desktop_Items\Desktop_SportsStand01.nif", "655", "0.200000"
0x001401FB, "Desktop_Humidifier01", "Humidifier", "SetDressing\Desktop_Items\Desktop_Humidifier01.nif", "195", "1.500000"
0x00140202, "Desktop_PhotoFrame01", "Personal Digiframe", "SetDressing\Desktop_Items\Desktop_EInkPhotoFrame01.nif", "195", "0.400000"
0x0014020A, "Desktop_SandGarden01", "Desktop Sand Garden", "SetDressing\Desktop_Items\Desktop_SandGarden01.nif", "55", "0.450000"
0x0014020C, "Desktop_HomeSoilBox01", "Soil Box", "SetDressing\Desktop_Items\Desktop_HomeSoilBox01.nif", "195", "1.750000"
0x0014020E, "Desktop_SandScratcher01", "Sand Pendulum", "SetDressing\InteractiveHavok\IH_Desktop_SandScratcher01.nif", "10", "0.100000"
0x00140210, "Desktop_ExoticWood01", "Exotic Wood Decoration", "SetDressing\Desktop_Items\Desktop_ExoticWood01.nif", "655", "5.000000"
0x00140212, "Desktop_Geode01", "Desktop Geode Sculpture", "SetDressing\Desktop_Items\Desktop_Geode01.nif", "655", "2.500000"
0x00140215, "Desktop_Fishbowl01", "Desktop Fish Bowl", "SetDressing\Desktop_Items\Desktop_Fishbowl01.nif", "140", "2.000000"
0x00140217, "Desktop_BallToy01", "Desktop Sphere Toy", "SetDressing\Desktop_Items\Desktop_BallToy01.nif", "13", "0.100000"
0x00140219, "Desktop_PlanetGlobe01", "Desktop Globe Sculpture", "SetDressing\InteractiveHavok\IH_Desktop_PlanetGlobe01.nif", "240", "2.000000"
0x0014021B, "Desktop_CubeToy01", "Cube", "SetDressing\Desktop_Items\Desktop_CubeToy01.nif", "35", "0.100000"
0x0014021D, "Desktop_HerbLamp01", "Lamp Planter", "SetDressing\Desktop_Items\Desktop_HerbLamp01.nif", "240", "1.500000"
0x0014021F, "Desktop_SandDisk01", "Sand Sculpture", "SetDressing\Desktop_Items\Desktop_SandDisk01.nif", "155", "1.000000"
0x00140220, "Desktop_Terrarium01", "Microfloater Terrarium", "SetDressing\Desktop_Items\Desktop_Terrarium01.nif", "195", "2.500000"
0x0014022D, "Desktop_Speaker01", ""Eggmund" Desk Assistant", "SetDressing\Desktop_Items\Desktop_Speaker01.nif", "195", "1.650000"
0x00140985, "RI01_AlexisCoffee", "Alexis' Coffee", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif", "0", "0.250000"
0x00140986, "RI01_LindenCoffee", "Linden's Coffee", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif", "0", "0.250000"
0x00140987, "RI01_GenevieveCoffee", "Genevieve's Coffee", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif", "0", "0.250000"
0x00140988, "RI01_ImogeneCoffee", "Imogene's Coffee", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif", "0", "0.250000"
0x00140989, "RI01_CamdenCoffee", "Camden's Coffee", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif", "0", "0.250000"
0x001434EB, "Neuroamp_Ryujin01", "Ryujin Internal Neuroamp", "SetDressing\Neuroamps\Neuroamp_Ryujin01.nif", "655", "0.500000"
0x001434EC, "Neuroamp_Infinity01", "Internal Neuroamp Prototype", "SetDressing\Neuroamps\Neuroamp_Infinity01.nif", "655", "0.500000"
0x0014486A, "DisplayProjector01", "Display Projector", "SetDressing\graffitiemitters\GraffitiEmitters01.nif", "240", "4.000000"
0x0014B8F5, "VaseTableLG01_Yellow01", "Yellow Plant Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG01.nif", "105", "1.600000"
0x0014B8F6, "VaseTableLG01_Orange01", "Mustard Plant Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG01.nif", "105", "1.600000"
0x0014B8F7, "VaseTableLG01_Green01", "Green Plant Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG01.nif", "105", "1.600000"
0x0014B8F8, "VaseTableLG01_Blue01", "Blue Plant Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG01.nif", "105", "1.600000"
0x0014B8F9, "VaseTableLG02_Yellow01", "Yellow Xenoflower Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG02.nif", "105", "1.600000"
0x0014B8FA, "VaseTableLG02_Orange01", "Mustard Xenoflower Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG02.nif", "105", "1.600000"
0x0014B8FB, "VaseTableLG02_Green01", "Green Xenoflower Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG02.nif", "105", "1.600000"
0x0014B8FC, "VaseTableLG02_Blue01", "Blue Xenoflower Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG02.nif", "105", "1.600000"
0x0014B8FD, "VaseTableLG03_Yellow01", "Yellow Fluted Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG03.nif", "105", "1.600000"
0x0014B8FE, "VaseTableLG03_Orange01", "Mustard Fluted Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG03.nif", "105", "1.600000"
0x0014B8FF, "VaseTableLG03_Green01", "Green Fluted Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG03.nif", "105", "1.600000"
0x0014B900, "VaseTableLG03_Blue01", "Blue Fluted Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableLG03.nif", "105", "1.600000"
0x0014B901, "VaseTableMed01_Yellow01", "Yellow Olpe Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableMed01.nif", "90", "1.600000"
0x0014B902, "VaseTableMed01_Orange01", "Mustard Olpe Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableMed01.nif", "90", "1.600000"
0x0014B903, "VaseTableMed01_Green01", "Green Olpe Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableMed01.nif", "90", "1.600000"
0x0014B904, "VaseTableMed01_Blue01", "Blue Olpe Vase", "SetDressing\Privatelivingquarters\Vases\VaseTableMed01.nif", "90", "1.600000"
0x0014B906, "VaseTableSM01_Yellow01", "Yellow Microvase", "SetDressing\Privatelivingquarters\Vases\VaseTableSM01.nif", "75", "0.800000"
0x0014B908, "VaseTableSM01_Orange01", "Mustard Microvase", "SetDressing\Privatelivingquarters\Vases\VaseTableSM01.nif", "75", "0.800000"
0x0014B910, "VaseTableSM01_Green01", "Green Microvase", "SetDressing\Privatelivingquarters\Vases\VaseTableSM01.nif", "75", "0.800000"
0x0014B911, "VaseTableSM01_Blue01", "Blue Microvase", "SetDressing\Privatelivingquarters\Vases\VaseTableSM01.nif", "75", "0.800000"
0x0014B93D, "Slipper_B_R01", "Right Slipper", "SetDressing\Apparel\SlipperR02.nif", "35", "0.100000"
0x0014B93E, "Slipper_B_L01", "Left Slipper", "SetDressing\Apparel\SlipperL02.nif", "35", "0.100000"
0x0015148A, "Exotic_DeskFan01On", "Stylized Desk Fan", "SetDressing\Exotic_DeskFan01\Exotic_DeskFan01On.nif", "195", "0.100000"
0x00153DA4, "UC_GG_Connection_Package", "Empty Priority Package", "SetDressing\InfinityLTDContainer\containerinfinityltd01.nif", "0", "0.000000"
0x00155678, "ResearchUI_Supplies_Generic_NOCLUTTER", "General Supply Crate", "SetDressing\SuppliesCrates\Supplies_Generic01.nif", "0", "0.000000"
0x0015567C, "Contraband_XenowarfareTech", "Xenowarfare Tech", "SetDressing\Contraband\CB_XenowarfareTech.nif", "16110", "2.500000"
0x0015567D, "Contraband_VaRuunHereticPamphlets", "Va'ruun Heretic Writings", "SetDressing\Contraband\CB_VaRuunHereticPamphlets.nif", "8190", "2.000000"
0x0015567E, "Contraband_UnethicallyHarvestedOrgans", "Harvested Organs", "SetDressing\Contraband\CB_UnethicallyHarvestedOrgans.nif", "13500", "3.000000"
0x0015567F, "Contraband_StolenArtwork", "Stolen Artwork", "SetDressing\Contraband\CB_StolenArtwork.nif", "15600", "3.000000"
0x00155680, "Contraband_SentientAIAdapters", "Sentient AI Adapters", "SetDressing\Contraband\CB_SentientAIAdapters.nif", "14840", "2.500000"
0x00155681, "Contraband_MechComponents", "Mech Components", "SetDressing\Contraband\CB_MechComponents.nif", "12290", "3.800000"
0x00155682, "Contraband_BlackMarketAntiquities", "Black Market Antiquities", "SetDressing\Contraband\CB_BlackMarketAntiquities.nif", "11260", "3.500000"
0x001557F5, "Tea_Pack_Earl01", "Tranquilitea Earl Grey Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Earl_Grey_Tea.nif", "55", "0.100000"
0x001557FD, "Tea_Pack_Dynastic01", "Tranquilitea Dynastic Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Dynastic_Blend_Tea.nif", "55", "0.100000"
0x00155985, "Deployment_Deck_01", "Deployment Deck", "SetDressing\Deployment_Deck\Deployment_Deck_01.nif", "320", "2.000000"
0x0015C44A, "MQ202_HistoricalMask_BoboBurkinaFaso", "Burkina Faso Bobo Mask", "SetDressing\HistoricalMask_BoboBurkinaFaso\HistoricalMask_BoboBurkinaFaso.nif", "3110", "2.500000"
0x0015C504, "RyujinTower_TeaSets_pot", "Tea Pot", "SetDressing\Neon\RyujinTower_TeaSets_pot.nif", "155", "1.000000"
0x0015C505, "RyujinTower_TeaSets_cup", "Tea Cup", "SetDressing\Neon\RyujinTower_TeaSets_cup.nif", "140", "0.100000"
0x0015FD72, "AK_Cup_Metal_02", "Steel Cup", "SetDressing\MiscItems\AK_Cup_Metal_02.nif", "8", "0.200000"
0x0015FD74, "AK_Bottle_Metal_01", "Canteen", "SetDressing\MiscItems\AK_Bottle_Metal_01.nif", "12", "0.300000"
0x0015FD76, "AK_Bottle_Metal_02", "Steel Bottle", "SetDressing\MiscItems\AK_Bottle_Metal_02.nif", "12", "0.300000"
0x0015FD79, "AK_Bottle_Plastic_01", "Sports Bottle", "SetDressing\MiscItems\AK_Bottle_Plastic_01.nif", "8", "0.200000"
0x00160E9F, "AmbiantLampDesk01Off01", "Lamp", "SetDressing\AmbiantLampDesk01\AmbiantLampDesk01Off01.nif", "240", "1.250000"
0x00160EA0, "AmbiantLampDesk01On01", "Lamp", "SetDressing\AmbiantLampDesk01\AmbiantLampDesk01On01.nif", "240", "1.250000"
0x00162A08, "ArmisticeDataObject_01", "Case T-18: Terrormorphs", "SetDressing\ArmisticeDataObject\ArmisticeDataObject_01.nif", "0", "0.000000"
0x00162A1C, "Biometric_Key_Varuun01", "Varuun Biometric Key", "SetDressing\Armistice_BiometricKeys\Biometric_Key_Varuun01.nif", "0", "0.000000"
0x00162A1D, "Biometric_Key_FreeStar01", "Freestar Biometric Key", "SetDressing\Armistice_BiometricKeys\Biometric_Key_FreeStar01.nif", "0", "0.000000"
0x0016B4D3, "SE_GenericDerelict_BlackBox", "Derelict Ship Flight Data", "items/dataslate\dataslate01.nif", "655", "0.000000"
0x0016D4C6, "UC05_ArmisticeCode_Varuun", "Va'ruun Archival Code", "SetDressing\Armistice_DataNCode\Armistice_Code_03.nif", "0", "0.000000"
0x0016D4C8, "UC05_ArmisticeCode_UC", "UC Archival Code", "SetDressing\Armistice_DataNCode\Armistice_Code_02.nif", "0", "0.000000"
0x0016D4C9, "UC05_ArmisticeCode_Freestar", "Freestar Archival Code", "SetDressing\Armistice_DataNCode\Armistice_Code_01.nif", "0", "0.000000"
0x0017159D, "CommitmentGift_Barrett_MiscObj", "Barrett's Commitment Gift", "SetDressing\CommitmentGiftfor_Barrett\CommitmentGift_Barrett_Static01.nif", "1540", "0.250000"
0x00178DAA, "PingPongBall02", "Ping Pong Ball", "SetDressing\PingPongTable\PingPongBall02.nif", "5", "0.050000"
0x00178DAB, "PingPongPaddle02", "Yellow Ping Pong Paddle", "SetDressing\PingPongTable\PingPongPaddle02.nif", "5", "0.150000"
0x00179537, "PingPongBall03_UniqueSmiling_NOCLUTTER", "Smiling Ping Pong Ball", "setdressing/pingpongtable\PingPongBall03_UniqueSmiling_NOCLUTTER.nif", "5", "0.050000"
0x00179958, "Plastic_Cup01", "Party Cup", "SetDressing\Resort\Plasticcup\Plastic_Cup01.nif", "5", "0.010000"
0x0017995E, "Plastic_Cup02", "Party Cup", "SetDressing\Resort\Plasticcup\Plastic_Cup02.nif", "5", "0.010000"
0x0017AF77, "Desktop_CuteToy01b", "My Friend Wilby", "SetDressing\Desktop_Items\Desktop_CuteToy01.nif", "35", "0.400000"
0x0017AF7C, "Desktop_CuteToy01c", "My Friend Wilby", "SetDressing\Desktop_Items\Desktop_CuteToy01.nif", "35", "0.400000"
0x0017AF7E, "Desktop_CuteToy01d", "My Friend Wilby", "SetDressing\Desktop_Items\Desktop_CuteToy01.nif", "35", "0.400000"
0x0017C04C, "CommitmentGift_SarahMorgan_MiscObj", "Sarah's Commitment Gift", "SetDressing\Displaycase\SMCommitmentBox\SMCommitmentBox01Static.nif", "1540", "0.250000"
0x0017C04D, "CommitmentGift_SamCoe_MiscObj", "Sam's Commitment Gift", "setdressing/freestarrangebadge\freestarrangebadgecase_gold.nif", "1540", "0.250000"
0x00182C5F, "Triple_Grip_Dumbell", "Triple Grip Dumbbell", "Items\Triple_Grip_Dumbell.nif", "140", "12.500000"
0x00185A5E, "Metal_Plate01", "Metal Plate", "SetDressing\Kitchen\Metal_Plate\Metal_Plate.nif", "8", "0.100000"
0x001863C0, "ScienceGlass_Vial03Closed01Full04", "Vial", "SetDressing\ScienceGlass\ScienceGlass_Vial03Closed01Full04.nif", "55", "0.100000"
0x001863C1, "ScienceGlass_Vial03Closed01Full03", "Scientific Sample", "SetDressing\ScienceGlass\ScienceGlass_Vial03Closed01Full03.nif", "55", "0.100000"
0x001863C2, "ScienceGlass_Vial03Closed01Full02", "Vial", "SetDressing\ScienceGlass\ScienceGlass_Vial03Closed01Full02.nif", "55", "0.100000"
0x001876AF, "UC_GG_Marines_RecruitmentMaterials", "Recruitment Materials", "SetDressing\Container\GenericBin_02.nif", "625", "2.000000"
0x00188248, "Tea_Pack_Chamomile01", "Tranquilitea Chamomile Pack", "Items\FoodDrink_SingleItems\Tea_Pack\Chamomile_Tea.nif", "55", "0.100000"
0x0018A86B, "UC_GG_Bet_Liquor", "Bogdonov's Boutique Liquor (Box Set)", "SetDressing\Crates\MerchCrates\Crate_MerchGen_UC_Liquor.nif", "1310", "1.000000"
0x0018B5F6, "RI07_Prototype", "Internal Neuroamp Prototype", "SetDressing\Neuroamps\Neuroamp_Infinity01.nif", "655", "0.000000"
0x00190D40, "Syringes_02", "Syringe", "SetDressing\Medical\MedicalInstruments\Syringes_02.nif", "15", "0.050000"
0x00190D41, "Syringes_01", "Syringe", "SetDressing\Medical\MedicalInstruments\Syringes_01.nif", "15", "0.050000"
0x00190D42, "Swabs01B", "Swab Container", "SetDressing\Medical\MedicalInstruments\Swabs01B.nif", "12", "0.100000"
0x00190D43, "Swabs01A", "Swabs", "SetDressing\Medical\MedicalInstruments\Swabs01A.nif", "8", "0.050000"
0x00190D44, "Scissors_03", "Scissors", "SetDressing\Medical\MedicalInstruments\Scissors_03.nif", "5", "0.050000"
0x00190D45, "Scissors_02", "Scissors", "SetDressing\Medical\MedicalInstruments\Scissors_02.nif", "5", "0.050000"
0x00190D46, "Scissors_01", "Scissors", "SetDressing\Medical\MedicalInstruments\Scissors_01.nif", "5", "0.050000"
0x00190D47, "MedicalScalpel", "Scalpel", "SetDressing\Medical\MedicalInstruments\Scalpels.nif", "19", "0.050000"
0x00190D48, "Retractor", "Retractor", "SetDressing\Medical\MedicalInstruments\Retractor.nif", "8", "0.150000"
0x00190D4A, "KidneyDish03_Lid", "Lid", "SetDressing\Medical\KidneyDish\KidneyDish03_Lid.nif", "8", "0.100000"
0x00190D4B, "KidneyDish03_Base", "Kidney Dish", "SetDressing\Medical\KidneyDish\KidneyDish03_Base.nif", "15", "0.200000"
0x00190D4C, "KidneyDish02_Lid", "Lid", "SetDressing\Medical\KidneyDish\KidneyDish02_Lid.nif", "8", "0.100000"
0x00190D4D, "KidneyDish02_Base", "Kidney Dish", "SetDressing\Medical\KidneyDish\KidneyDish02_Base.nif", "15", "0.200000"
0x00190D4E, "KidneyDish01_Lid", "Lid", "SetDressing\Medical\KidneyDish\KidneyDish01_Lid.nif", "8", "0.100000"
0x00190D4F, "KidneyDish01_Base", "Kidney Dish", "SetDressing\Medical\KidneyDish\KidneyDish01_Base.nif", "15", "0.150000"
0x00190D51, "SurgicalBowl01", "Surgical Bowl", "SetDressing\SurgicalBowl\SurgicalBowl01.nif", "55", "0.150000"
0x00190D52, "SurgicalBowl02", "Surgical Bowl", "SetDressing\SurgicalBowl\SurgicalBowl02.nif", "55", "0.150000"
0x00191226, "GameBoard_MatGamePiece02", "Game Piece - Shadowqueen", "SetDressing\boardgames\GameBoard_MatGamePiece02.nif", "35", "0.050000"
0x0019122C, "GameBoard_Mat01", "Symbol Game Mat", "SetDressing\boardgames\GameBoard_Mat01.nif", "75", "0.300000"
0x0019122D, "GameBoard_MatGamePiece01", "Game Piece - Snowlord", "SetDressing\boardgames\GameBoard_MatGamePiece01.nif", "35", "0.050000"
0x00191232, "Dart03", "Red-Flighted Dart", "SetDressing\Dartboard\Dart03.nif", "3", "0.010000"
0x00191234, "Dart02", "Yellow-Flighted Dart", "SetDressing\Dartboard\Dart02.nif", "3", "0.010000"
0x00191235, "Dart01", "Blue-Flighted Dart", "SetDressing\Dartboard\Dart01.nif", "3", "0.010000"
0x00198EA1, "MS06_Antique_OldPC", "Antique Earth Computer", "SetDressing\Earth\Artifacts\oldpc\OldPC01_Havok.nif", "6250", "12.500000"
0x00198EA4, "MS06_Antique_Video_Tape01", "Antique Earth Video Tape", "SetDressing\Earth\Artifacts\VHS_Tape\Antique_VHS_Tape01.nif", "4530", "0.450000"
0x00198EAA, "MS06_Antique_PortableCDPlayer01", "Antique Earth CD Player", "SetDressing\Earth\Artifacts\Portable_CD_Player\Antique_PortableCDPlayer01.nif", "5820", "0.650000"
0x0019A689, "Notebook02", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook02.nif", "3", "0.100000"
0x0019A6A5, "Notebook01", "Notebook", "SetDressing\InteractiveHavok\IH_Notebook01.nif", "3", "0.100000"
0x0019B4D4, "PingPongBall01", "Ping Pong Ball", "SetDressing\PingPongTable\PingPongBall01.nif", "5", "0.050000"
0x0019B4D5, "PingPongPaddle01", "Red Ping Pong Paddle", "SetDressing\PingPongTable\PingPongPaddle01.nif", "5", "0.150000"
0x0019F5DE, "FoamCup01", "Foam Cup", "SetDressing\Coffeetogo\FoamCup01.nif", "5", "0.010000"
0x001A03BE, "Slipper_A_R01", "Right Slipper", "SetDressing\Apparel\SlipperR02.nif", "35", "0.100000"
0x001A03BF, "Slipper_A_L01", "Left Slipper", "SetDressing\Apparel\SlipperL02.nif", "35", "0.100000"
0x001A525D, "AkilaAshta_Sensor", "Keoni's Sensor", "setdressing/seismicsensor\seismicsensor01.nif", "195", "1.000000"
0x001A7274, "Slipper_Gen_L01", "Left Easyslip Shoe", "SetDressing\Apparel\SlipperL01.nif", "35", "0.100000"
0x001A7275, "Slipper_Gen_R01", "Right Easyslip Shoe", "SetDressing\Apparel\SlipperR01.nif", "35", "0.100000"
0x001AC09E, "AntiquePiggyBank", "Antique Piggy Bank", "SetDressing\Earth\Artifacts\PiggyBank\MS06_PiggyBank01.nif", "3000", "1.500000"
0x001AF661, "FoodDrink_Set_Chunks_Empty", "Empty Chunks Packaging", "Items\FoodDrink_SingleItems\FoodChunk\Chunk_Food_Empty_Pack.nif", "5", "0.050000"
0x001AF662, "Kitchenware_Baking_Pan", "Baking Pan", "Items\FoodDrink_SingleItems\Shepherd's_Pie\Baking_Pan.nif", "8", "0.200000"
0x001B0680, "MissionCargoType69Contraband", "Crate of Stolen Artwork", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "78000", "15.000000"
0x001B0681, "MissionCargoType68Contraband", "Crate of Black Market Antiquities", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "45040", "14.000000"
0x001B0682, "MissionCargoType67Contraband", "Crate of Sentient AI Adapters", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "74200", "13.000000"
0x001B170A, "MissionCargoType66Contraband", "Crate of Xenowarfare Tech", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "80550", "13.000000"
0x001B170B, "MissionCargoType65Contraband", "Crate of Harvested Organs", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "67500", "15.000000"
0x001B170C, "MissionCargoType64Contraband", "Crate of Va'ruun Heretic Writings", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "65520", "16.000000"
0x001B170D, "MissionCargoType63Contraband", "Crate of Mech Components", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "61450", "19.000000"
0x001B1DCD, "MissionCargoType62Contraband", "Crate of Aurora", "SetDressing\Crates\CrimsonFleetCrates\Crate_CrimsonFleet01.nif", "60800", "8.000000"
0x001B6159, "FFKeyZ02_MedicalSupplies", "Medical Supplies", "SetDressing\SuppliesCrates\Supplies_Medical01.nif", "0", "0.000000"
0x001BAF89, "Office_NotePadLrg01", "Note Pad", "SetDressing\Office\NotepadsNotebooks\Office_NotePadLrg01.nif", "3", "0.010000"
0x001C0E9B, "SoccerBallDisplay01", "Soccer Ball Display", "SetDressing\Earth\Artifacts\SportsMemorabilia\SoccerBallDisplay01 .nif", "240", "1.000000"
0x001C34C6, "VaseShelf_Sm02", "Vase", "SetDressing\Privatelivingquarters\Vases\VaseShelf_Sm02.nif", "75", "0.800000"
0x001C68F3, "FFParadisoZ02_Slate", "Lost Slate", "items/dataslate\dataslate01.nif", "0", "0.000000"
0x001C68F4, "FFParadisoZ02_RoomKey", "Lost Room Keycard", "setdressing/keycards\keycardgen01.nif", "0", "0.000000"
0x001C68F5, "FFParadisoZ02_WeddingRing", "Lost Wedding Ring", "setdressing/jewelry\ring_two_stone.nif", "0", "0.000000"
0x001C68F6, "FFParadisoZ02_Thermos", "Lost Thermos", "SetDressing\Kitchen\Thermos\Thermos01.nif", "0", "0.000000"
0x001C761E, "FFParadisoZ01_Parts", "Air Purifier Parts", "SetDressing\crates\genericcrates\crategeneric_a01.nif", "0", "0.000000"
0x001D8FED, "RI07_UpdatedOverseerProgram", "Updated Overseer Program", "Items\DataSlate\DataSlate01.nif", "0", "0.000000"
0x001DFC9F, "SirenoftheStars_Pamphlet01", "Brochure", "SetDressing\PamphletHolder\Sirenofthestars_Pamphlet01.nif", "10", "0.010000"
0x001DFCA0, "Sirenofthestars_Pamphlet06", "Brochure", "SetDressing\PamphletHolder\Sirenofthestars_Pamphlet06.nif", "10", "0.010000"
0x001DFCA1, "Sirenofthestars_Pamphlet05", "Brochure", "SetDressing\PamphletHolder\Sirenofthestars_Pamphlet05.nif", "10", "0.010000"
0x001DFCA2, "Sirenofthestars_Pamphlet04", "Brochure", "SetDressing\PamphletHolder\Sirenofthestars_Pamphlet04.nif", "10", "0.010000"
