FormID, EditorID, Name, Model
0x0017D509, "AmbushFurn_Terrormorph_StandExit01", "", "Markers\InvisibleGeneric01.nif"
0x0017DE66, "ShipLandingMarker_60m_Medium", "", "Ships\Discovery\ShipLandingMarker.nif"
0x00180D81, "NovaJumpSeat01_FrontOnly", "Jump Seat", "Ships\Interior\JumpSeat1.nif"
0x00181AD5, "MQ101_039b_ArtifactsTogetherScene02_NoelFurnitureMarker", "", "Markers\InvisibleGeneric01.nif"
0x00184201, "NPCSitting_Prison_Recline", "", "Markers\InvisibleGeneric01.nif"
0x001845D5, "NPCChairOfficeMod08_Table_WideActivation", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod08.nif"
0x00184717, "PilotSeatTaiyo", "Pilot Seat", "Furniture\PilotSeatTaiyo\CharacterAssets\PilotSeatTaiyo.nif"
0x00184718, "PilotSeatHopeTech", "Pilot Seat", "Furniture\PilotSeatHopeTech\CharacterAssets\PilotSeatHopeTech.nif"
0x00184719, "PilotSeatDeimos", "Pilot Seat", "Furniture\PilotSeatDeimos\CharacterAssets\PilotSeatDeimos.nif"
0x0018471A, "PilotSeatStroud", "Pilot Seat", "Furniture\PilotSeatStroud\CharacterAssets\PilotSeatStroud.nif"
0x0018E3F6, "WorkbenchResearchStation", "Research Station", "Ships\Interior\sciencestation.nif"
0x00190D67, "NPCSweeping", "", "Markers\InvisibleGeneric01.nif"
0x00194A4C, "NPCWritingAtDeskModernChair", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0019A4EB, "NPCIntercom_Standing", "", "Markers\InvisibleGeneric01.nif"
0x001A2364, "Bench_MedicalA05Alt02", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA05Alt02.nif"
0x001A2365, "Bench_MedicalB01", "Chair", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB01.nif"
0x001A2366, "Bench_MedicalB01Alt01", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB01Alt01.nif"
0x001A2369, "Bench_MedicalB02L", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB02L.nif"
0x001A236A, "Bench_MedicalB02R", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB02R.nif"
0x001A236B, "Bench_MedicalB03L", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB03L.nif"
0x001A2447, "Bench_MedicalB03R", "Chair", "SetDressing\Furniture\MedicalSeating\Bench_MedicalB03R.nif"
0x001A2448, "Seat_Medical01", "Chair", "SetDressing\Furniture\MedicalSeating\Seat_Medical01.nif"
0x001A2449, "Stool_Medical01", "Chair", "SetDressing\Furniture\MedicalSeating\Stool_Medical01.nif"
0x001A244A, "Bench_MedicalA02", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA02.nif"
0x001A244B, "Bench_MedicalA03", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA03.nif"
0x001A244C, "Bench_MedicalA03Alt", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA03Alt.nif"
0x001A244D, "Bench_MedicalA04", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA04.nif"
0x001A244E, "Bench_MedicalA05", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA05.nif"
0x001A244F, "Bench_MedicalA05Alt01", "Bench", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA05Alt01.nif"
0x001A2450, "Bench_MedicalA01", "Chair", "SetDressing\Furniture\MedicalSeating\Bench_MedicalA01.nif"
0x001A904D, "NishinaCouch02", "Chair", "Furniture\Benches\NishinaCouch01\NishinaCouch02.nif"
0x001A9D74, "NishinaCouch01", "Couch", "Furniture\Benches\NishinaCouch01\NishinaCouch01.nif"
0x001AE51A, "NPCRailLeanHands", "", "Markers\InvisibleGeneric01.nif"
0x001BF519, "NeonFurnitureChair01_Free", "Chair", "SetDressing\Neon\NeonFurnitureChair01.nif"
0x001BF51B, "NeonFurnitureChair02_Free", "Chair", "SetDressing\Neon\NeonFurnitureChair02.nif"
0x001BF51D, "NeonFurnitureBench01", "Bench", "SetDressing\Neon\NeonFurnitureBench01.nif"
0x001BF525, "FoundHarnessCouch01", "Couch", "SetDressing\Found\FoundHarnessCouch01.nif"
0x001BF527, "FoundTreadCouch01", "Couch", "SetDressing\Found\FoundTreadCouch01.nif"
0x001BF529, "FoundBeanbagChair01", "Chair", "SetDressing\Found\FoundBeanbagChair01.nif"
0x001BF52B, "FoundFlightChair01", "Chair", "SetDressing\Found\FoundFlightChair01.nif"
0x001BF52D, "FoundCanvasChair01_Free", "Chair", "SetDressing\Found\FoundCanvasChair01.nif"
0x001BF52F, "FoundJumpseatChair01", "Chair", "SetDressing\Found\FoundJumpseatChair01.nif"
0x001BF537, "CouchModCStr_Lg02EndR", "Couch", "Furniture\Chairs\Modern\CouchModCStr_Lg02EndR.nif"
0x001BF53A, "CouchModCStr_Lg01", "Couch", "Furniture\Chairs\Modern\CouchModCStr_Lg01.nif"
0x001BF53C, "CouchModCStr_Med01EndR", "Couch", "Furniture\Chairs\Modern\CouchModCStr_Med01EndR.nif"
0x001BF53E, "CouchModCStr_Sm01", "Couch", "Furniture\Chairs\Modern\CouchModCStr_Sm01.nif"
0x001BF540, "CouchModCCorA_Sm01", "Couch", "Furniture\Chairs\Modern\CouchModCCorA_Sm01.nif"
0x001BF542, "CouchModCCurve_Lrg01", "Couch", "Furniture\Chairs\Modern\CouchModCCurve_Lrg01.nif"
0x001BF544, "CouchModCCurve_Lrg02", "Couch", "Furniture\Chairs\Modern\CouchModCCurve_Lrg02.nif"
0x001BF546, "CouchModBCorA_Med01", "Couch", "Furniture\Chairs\Modern\CouchModBCorA_Med01.nif"
0x001BF548, "CouchModAStr_Sm01R", "Couch", "Furniture\Chairs\Modern\CouchModAStr_Sm01R.nif"
0x001BF54A, "CouchModAStr_Sm01L", "Couch", "Furniture\Chairs\Modern\CouchModAStr_Sm01L.nif"
0x001BF54C, "CouchModBStr_Lg01EndL", "Couch", "Furniture\Chairs\Modern\CouchModBStr_Lg01EndL.nif"
0x001BF54E, "CouchModAStr_Med02EndR", "Couch", "Furniture\Chairs\Modern\CouchModAStr_Med02EndR.nif"
0x001BF550, "CouchModAIsle_Med01", "Couch", "Furniture\Chairs\Modern\CouchModAIsle_Med01.nif"
0x001BF552, "CouchModBStr_Med02EndL", "Couch", "Furniture\Chairs\Modern\CouchModBStr_Med02EndL.nif"
0x001BF554, "CouchModBStr_Med01", "Couch", "Furniture\Chairs\Modern\CouchModBStr_Med01.nif"
0x001BF556, "CouchModDStr_Sm01", "Couch", "Furniture\Chairs\Modern\CouchModDStr_Sm01.nif"
0x001BF56B, "CouchModACorA_Lg01", "Couch", "Furniture\Chairs\Modern\CouchModACorA_Lg01.nif"
0x001BF56D, "CouchModAStr_Med01", "Couch", "Furniture\Chairs\Modern\CouchModAStr_Med01.nif"
0x001BF599, "NeonFurnitureBarstool01", "Stool", "SetDressing\Neon\NeonFurnitureBarstool01.nif"
0x001BF5A2, "NeonFurnitureCouchModularCorner01", "Bench", "SetDressing\Neon\NeonFurnitureCouchModularCorner01.nif"
0x001BF5A9, "NeonFurnitureCouchModularStr01", "Bench", "SetDressing\Neon\NeonFurnitureCouchModularStr01.nif"
0x001BF5AB, "NeonFurnitureCouchModularStr02", "Chair", "SetDressing\Neon\NeonFurnitureCouchModularStr02.nif"
0x001C14A1, "ShinyaVoss_Chair", "", "Furniture\shinyavosschair\CharacterAssets\ShinyaVossChair.nif"
0x001C1D79, "AK_BarStool01_NoMustExitToTalk", "Stool", "Furniture\stools\AK_BarStool01.nif"
0x001C1D7A, "Bench_OPM01_NoMustExitToTalk", "Stool", "SetDressing\OPM\OPM_Stool01.nif"
0x001C2087, "CreatureGrazeRockUpright", "", "Markers\InvisibleGeneric01.nif"
0x001C2088, "CreatureGrazeRocks", "", "Markers\InvisibleGeneric01.nif"
0x001C2C9A, "VideoOnlyCockPitDoor", "Chair", "Markers\InvisibleGeneric01.nif"
0x001C50DD, "VideoOnlyPilotSeatFurn", "Pilot Seat", "Furniture\PilotSeat\CharacterAssets\pilotseat.nif"
0x001C8031, "VideoOnlyTableFurn", "Chair", "Markers\InvisibleGeneric01.nif"
0x001CD1CC, "_Template_Terminal_Console_Standing_NoChair01", "", "Markers\InvisibleGeneric01.nif"
0x001CF571, "VideoOnlyShipsConsole", "Chair", "Markers\InvisibleGeneric01.nif"
0x001D4810, "VideoOnlyLadderFurn", "Chair", "Markers\InvisibleGeneric01.nif"
0x001D5033, "ShpIndIntSegSmWallSingleMid01_bed", "Bed", "Ships\Industrial\Interiors\SegmentSmall\ShpIndIntSegSmWallSingleMid01_bed.nif"
0x001D6E5E, "ShipLandingMarker_40m_Small", "", "Ships\Discovery\ShipLandingMarker.nif"
0x001D8EE1, "_RENAME_TestOutpostRobotFurniture", "", "Markers\InvisibleGeneric01.nif"
0x001D9E02, "LocStoryArtifactRoomPrayMarker", "", "Markers\InvisibleGeneric01.nif"
0x001DA000, "NPCStanding_AnimFlavorArmsCrossedMilitary_MustExit", "", "Markers\InvisibleGeneric01.nif"
0x001E2722, "Bed_Double02", "Bed", "Furniture\Beds\Bed_Double02.nif"
0x001E2800, "Bed_Double01", "Bed", "Furniture\Beds\Bed_Double01.nif"
0x001E2802, "Bed_Double03", "Bed", "furniture/beds\Bed_Double03.nif"
0x001E299D, "Scenes_MQ101_MinerBening", "", "Markers\InvisibleGeneric01.nif"
0x001E3617, "Couch_Sleek_MidA_A01", "Couch", "Furniture\Couches\Couch_Sleek\Couch_Sleek_MidA_A01.nif"
0x001E361F, "Couch_MetalFrame_MidB_01", "Couch", "Furniture\Couches\Couch_MetalFrame\Couch_MetalFrame_MidB_01.nif"
0x001E3620, "Couch_MetalFrame_MidA_01", "Couch", "Furniture\Couches\Couch_MetalFrame\Couch_MetalFrame_MidA_01.nif"
0x001E3621, "Couch_MetalFrame_EndCap_01RT", "Couch", "Furniture\Couches\Couch_MetalFrame\Couch_MetalFrame_EndCap_01RT.nif"
0x001E3622, "Couch_MetalFrame_EndCap_01LT", "Couch", "Furniture\Couches\Couch_MetalFrame\Couch_MetalFrame_EndCap_01LT.nif"
0x001E3623, "Couch_MetalFrame_CorIn01", "Couch", "Furniture\Couches\Couch_MetalFrame\Couch_MetalFrame_CorIn01.nif"
0x001E3625, "Couch_Designer_Mid01", "Couch", "Furniture\Couches\Couch_Designer\Couch_Designer_Mid01.nif"
0x001E3626, "Couch_Designer_EndCap01RT", "", "Furniture\Couches\Couch_Designer\Couch_Designer_EndCap01RT.nif"
0x001E3627, "Couch_Designer_EndCap01LT", "", "Furniture\Couches\Couch_Designer\Couch_Designer_EndCap01LT.nif"
0x001E3628, "Couch_Designer_CorIn01R", "Couch", "Furniture\Couches\Couch_Designer\Couch_Designer_CorIn01R.nif"
0x001E3629, "Couch_Sleek_MidB_B01", "Couch", "Furniture\Couches\Couch_Sleek\Couch_Sleek_MidB_B01.nif"
0x001E362A, "Couch_Sleek_MidA_B01", "Couch", "Furniture\Couches\Couch_Sleek\Couch_Sleek_MidA_B01.nif"
0x001E362B, "Couch_Sleek_EndCapB_LT", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_EndCapB_LT.nif"
0x001E362C, "Couch_Sleek_EndCapB_RT", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_EndCapB_RT.nif"
0x001E362F, "Couch_Sleek_EndCapA_LT", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_EndCapA_LT.nif"
0x001E3630, "Couch_Sleek_EndCapA_RT", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_EndCapA_RT.nif"
0x001E3632, "Couch_Sleek_MidB_A01", "Couch", "Furniture\Couches\Couch_Sleek\Couch_Sleek_MidB_A01.nif"
0x001E3635, "Couch_Sleek_CorOut01", "Couch", "Furniture\Couches\Couch_Sleek\Couch_Sleek_CorOut01.nif"
0x001E3636, "Couch_Sleek_CorIn01", "", "Furniture\Couches\Couch_Sleek\Couch_Sleek_CorIn01.nif"
0x001E4257, "ChairUtilityH01_Free", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityH01.nif"
0x001E4258, "ChairUtilityG01_FrontEntryOnly", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityG01.nif"
0x001E4259, "ChairUtilityF01_Free", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityF01.nif"
0x001E425A, "ChairUtilityE01_Free", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityE01.nif"
0x001E425B, "ChairUtilityC01_Free", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityC01.nif"
0x001E425C, "ChairUtilityB01_Free", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityB01.nif"
0x001E425D, "ChairUtilityA01", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityA01.nif"
0x001E425E, "Bench_UtilityH01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityH01.nif"
0x001E425F, "Bench_UtilityG01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityG01.nif"
0x001E4260, "Bench_UtilityF01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityF01.nif"
0x001E4261, "Bench_UtilityE02", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityE02.nif"
0x001E4262, "Bench_UtilityE01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityE01.nif"
0x001E4263, "Bench_UtilityD04", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityD04.nif"
0x001E4264, "Bench_UtilityD03", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityD03.nif"
0x001E4265, "Bench_UtilityD02", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityD02.nif"
0x001E4266, "Bench_UtilityD01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityD01.nif"
0x001E4267, "Bench_UtilityC03", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityC03.nif"
0x001E4268, "Bench_UtilityC02", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityC02.nif"
0x001E4269, "Bench_UtilityC01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityC01.nif"
0x001E426A, "Bench_UtilityB02", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityB02.nif"
0x001E426B, "Bench_UtilityB01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityB01.nif"
0x001E426C, "Bench_UtilityA02", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityA02.nif"
0x001E426D, "Bench_UtilityA01", "Bench", "SetDressing\Furniture\Benches\Bench_UtilityA01.nif"
0x001E4EEF, "LocStoryMysteryWoundedMarker", "", "Markers\InvisibleGeneric01.nif"
0x001E66B5, "StoolTall_03", "Stool", "Furniture\Stools\StoolTall_03.nif"
0x001E66B6, "StoolTall_02", "Stool", "Furniture\Stools\StoolTall_02.nif"
0x001E66B7, "StoolShort_08_Free", "Stool", "Furniture\Stools\StoolShort_08.nif"
0x001E66B8, "StoolShort_07_Free", "Stool", "Furniture\Stools\StoolShort_07.nif"
0x001E66B9, "StoolShort_06_Free", "Stool", "Furniture\Stools\StoolShort_06.nif"
0x001E66BA, "StoolShort_05_Free", "Stool", "Furniture\Stools\StoolShort_05.nif"
0x001E66BB, "StoolShort_04_Free", "Stool", "Furniture\Stools\StoolShort_04.nif"
0x001E66BC, "StoolShort_03_Free", "Stool", "Furniture\Stools\StoolShort_03.nif"
0x001E66BD, "StoolShort_02_Free", "Chair", "Furniture\Stools\StoolShort_02.nif"
0x001E66BE, "StoolShort_01_Free", "Stool", "Furniture\Stools\StoolShort_01.nif"
0x001E66C0, "StoolTall_01", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x001E7992, "AmbushFurn_MiniBotA_ExitToStand", "", "Markers\InvisibleGeneric01.nif"
0x001EA1DA, "CreatureGrazeTree", "", "Markers\InvisibleGeneric01.nif"
0x001EA29A, "NPCChair_Generic01_Tablet", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA29B, "NPCChair_Generic01_Slouched_Free", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA29C, "NPCChair_CrossLegs", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA29D, "Chair_Generic01_Free", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA29E, "NPCChair_Bored", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA29F, "NPCChair_AnalyzeAngry", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001EA2A0, "NPCChair_Analyze", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
0x001F0B89, "AmbushFurn_BipedA_UndergroundExit01", "", "Markers\InvisibleGeneric01.nif"
0x001F3AB6, "Weapon_Workbench_DONOTUSE", "", "Furniture\Workbenches\weaponstation\weapon_workbench.nif"
0x001F425D, "AmbushFurn_BipedA_StandExit01", "", "Markers\InvisibleGeneric01.nif"
0x001F50AD, "WorkbenchIndustrial", "Industrial Workbench", "Furniture\IndustrialWorkbench\CharacterAssets\industrialworkbench.nif"
0x001F55F0, "AmbushFurn_BipedA_JumpDown01", "", "Markers\InvisibleGeneric01.nif"
0x001F9D33, "AmbushFurn_Mantid_Underground_FrontExitToStand", "", "Effects\CreatureEffectsGeneric\AmbushFurn_UndergroundExit_MoundDirtRocksMd.nif"
0x001FA770, "Bed_Single01", "Bed", "Furniture\Beds\Bed_Single01.nif"
0x001FE0A3, "NPC_DJ", "", "Markers\InvisibleGeneric01.nif"
0x001FE906, "ChairUtilityE01_Desk_Xtra", "Chair", "SetDressing\Furniture\Chairs\ChairUtilityE01.nif"
0x001FEDFB, "FoundCanvasCot03", "Cot", "setdressing/found\foundcanvascot02.nif"
0x001FEDFD, "FoundScrapCot01", "Cot", "SetDressing\Found\FoundScrapCot01.nif"
0x001FEE00, "FoundCanvasCot02", "Cot", "SetDressing\Found\FoundCanvasCot02.nif"
0x001FEE01, "FoundCanvasCot01", "Cot", "SetDressing\Found\FoundCanvasCot01.nif"
0x001FEE02, "NeonFurnitureBed01", "Bed", "SetDressing\Neon\NeonFurnitureBed01.nif"
0x001FEE04, "SurgicalBedForAnim01", "", "SetDressing\SurgicalBeds\SurgicalBed01.nif"
0x001FEE05, "SurgicalBed01", "", "SetDressing\SurgicalBeds\SurgicalBed01.nif"
0x001FEE0F, "PVK_Furniture_Bed_A_01_DONOTUSE", "Bed", "Architecture\PVK\Furniture\PVK_Furniture_Bed_A_01.nif"
0x001FEE10, "PVK_Furniture_Bed_A_02_DONOTUSE", "Bed", "Architecture\PVK\Furniture\PVK_Furniture_Bed_A_02.nif"
0x001FEE14, "SciIntAddOnPlugC01_BedLeftOpen_L01", "Bed", "Architecture\ScienceKit\Interiors\Addons\Plugs\Wall_Beds\SciIntAddOnPlugC01_BedLeftOpen_L01.nif"
0x001FEE15, "SciIntAddOnPlugC01_BedRightOpen_R01", "Bed", "Architecture\ScienceKit\Interiors\Addons\Plugs\Wall_Beds\SciIntAddOnPlugC01_BedRightOpen_R01.nif"
0x001FFE57, "NPCBarStool_NoMustExitToTalk", "Stool", "Furniture/Stools/StoolTall_01.nif"
0x001FFE58, "GenStool02_AtBar_NoMustExitToTalk", "Stool", "Furniture\Chairs\Generic\GenStool02.nif"
0x001FFE59, "AK_BarStool01_AtBar_NoMustExitToTalk", "Stool", "Furniture\stools\AK_BarStool01.nif"
0x001FFE5A, "NPCStoolOPM02_NoMustExitToTalk", "Stool", "SetDressing\OPM\OPM_Stool02.nif"
0x001FFE5B, "Stool_Medical01_NoMustExitToTalk", "Chair", "SetDressing\Furniture\MedicalSeating\Stool_Medical01.nif"
0x001FFE5C, "StoolTall_03_NoMustExitToTalk", "Stool", "Furniture\Stools\StoolTall_03.nif"
0x001FFE5D, "AK_Chair_Bar_01_NoMustExitToTalk", "Chair", "Furniture\Chairs\Generic\AK_Chair_Bar_01.nif"
0x001FFE61, "ShipDockingMarker_Starborn", "", "Ships\rigged\ShipDockingBridge_Starborn\Mesh\ShipDockingBridge_Starborn.nif"
0x00205FE5, "AmbushFurn_Mantid_JumpDown01", "", "Markers\InvisibleGeneric01.nif"
0x0020E848, "GenStool02", "Stool", "Furniture\Chairs\Generic\GenStool02.nif"
0x0020E849, "GenStool01c", "Stool", "Furniture\Chairs\Generic\GenStool01c.nif"
0x0020FF97, "NeonFurnitureChair_MQ105Player", "Chair", "SetDressing\Neon\NeonFurnitureChair01.nif"
0x0020FFAD, "Scenes_MQ204A_030_FemaleVictim", "", "Markers\InvisibleGeneric01.nif"
0x0020FFB7, "NPCChairLodgeStandard01_Table", "Chair", "Furniture\Chairs\Lodge\ChairLodgeStandard01.nif"
0x002100B5, "PilotSeatTaiyo_Showroom", "", "Furniture\PilotSeatTaiyo\CharacterAssets\PilotSeatTaiyo.nif"
0x002108FC, "NPCSitFloorCaptive_Kneeling_ShipPrisoner", "", "Markers\InvisibleGeneric01.nif"
0x00211833, "NABenchSantum01End01", "", "Furniture\Benches\NABenchSantum01End01.nif"
0x00212F94, "Stool_Medical01_NoDesk", "Chair", "SetDressing\Furniture\MedicalSeating\Stool_Medical01.nif"
0x00212FD8, "Scenes_MQ204A_030_MaleVictim", "", "Markers\InvisibleGeneric01.nif"
0x00214B9D, "NABenchSantum01", "", "Furniture\Benches\NABenchSantum01.nif"
0x002177CF, "GenStool01b", "Stool", "Furniture\Chairs\Generic\GenStool01b.nif"
0x002178D6, "GenStool01", "Stool", "Furniture\Chairs\Generic\GenStool01.nif"
0x0021B399, "_Template_Terminal_Bar_Sitting01", "", "Markers\InvisibleGeneric01.nif"
0x0021B39A, "_Template_Terminal_Console01", "", "Markers\InvisibleGeneric01.nif"
0x0021C833, "NovaCockpitJumpSeat_CrewStandalone", "Jump Seat", "Ships\Interior\JumpSeat1.nif"
0x0021ED5B, "AmbushFurn_Mantid_StandExit01", "", "Markers\InvisibleGeneric01.nif"
0x0021ED5C, "AmbushFurn_Mantid_FrontExit01", "", "Markers\InvisibleGeneric01.nif"
0x0021ED5E, "CreatureGraze", "", "Markers\InvisibleGeneric01.nif"
0x0021FE54, "NPCStanding", "", "Markers\InvisibleGeneric01.nif"
0x0022A7E8, "NPCStanding_WipeWall_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0022DAFE, "NPCChairOfficeMod07_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod07.nif"
0x0022DAFF, "NPCChairOfficeMod06_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod06.nif"
0x0022DB00, "NPCChairOfficeMod05_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod05.nif"
0x0022DB04, "NPCChairOfficeMod04_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod04.nif"
0x0022DB05, "NPCChairOfficeMod03_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod03.nif"
0x0022DB07, "NPCChairOfficeMod02_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod02.nif"
0x0022DB08, "NPCChairOfficeMod01_Free", "Chair", "Furniture\Chairs\Modern\ChairOfficeMod01.nif"
0x002312B6, "CreatureSleep", "", "Markers\InvisibleGeneric01.nif"
0x0023C770, "_Template_Chair_Free01_FrontEntryOnly01", "Chair", "Furniture\Chairs\Tech\ChairTech01.nif"
0x0023CEB8, "NPCSuitcase", "", "Markers\InvisibleGeneric01.nif"
0x0023E0A6, "NPCSearchingCar", "", "Markers\InvisibleGeneric01.nif"
0x002448BB, "MQ202_005_PetrovPlayerScene_CaptainPetrov", "", "Furniture\Chairs\Lodge\CouchLodgeEmpire01.nif"
0x002455F2, "ModelS_Idle_Sleep", "", "Markers\InvisibleGeneric01.nif"
0x00245F36, "ShipHangarLandingMarker", "", "Ships\Discovery\ShipLandingMarker.nif"
0x00246AF6, "NPCSearchingFloor", "", "Markers\InvisibleGeneric01.nif"
0x002477C1, "Scenes_MQ204A_008a_NoelPackUp", "", "Markers\InvisibleGeneric01.nif"
0x00248BB7, "NPCChairRyujinTall03_Table", "Chair", "SetDressing\Ryujin\RyujinChairTall03.nif"
0x00248BB8, "NPCChairRyujinTall02", "Chair", "SetDressing\Ryujin\RyujinChairTall02.nif"
0x00248BB9, "NPCChairRyujinTall01", "Chair", "SetDressing\Ryujin\RyujinChairTall01.nif"
0x00248BBA, "NPCChairRyujinShort02", "Chair", "SetDressing\Ryujin\RyujinChairShort02.nif"
0x00248BBB, "NPCChairRyujinShort01", "Chair", "SetDressing\Ryujin\RyujinChairShort01.nif"
0x00248BBC, "RyujinBenchShort01", "Chair", "SetDressing\Ryujin\RyujinBenchShort01.nif"
0x00248BBD, "RyujinBenchLong01", "Chair", "SetDressing\Ryujin\RyujinBenchLong01.nif"
0x00248BBE, "RyujinTableComputer03", "", "SetDressing\Ryujin\RyujinTableComputer03.nif"
0x00249F49, "NPCRailLeanFront_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x00249F4A, "NPCStanding_Confident_ExitToTalk", "", "Markers\InvisibleGeneric01.nif"
0x0024E491, "Scenes_MQ101_HellerTechReaderPickUp", "", "Markers\FurnitureMarkers\Scenes\MQ101_HellerTechReader.nif"
0x0024E771, "NPCRepairImpactWrench_Kneeling", "", "Markers\InvisibleGeneric01.nif"
0x0024E7F2, "EyeTest", "", "Markers\InvisibleGeneric01.nif"
0x0024F5A7, "_Template_Terminal_Desk_Standing_NoChair01", "", "Markers\InvisibleGeneric01.nif"
0x0024F5AB, "_Template_Terminal_Bar_Standing01", "", "Markers\InvisibleGeneric01.nif"
0x00250F16, "NPCBench_Straddle", "", "Markers\InvisibleGeneric01.nif"
0x002519FB, "NPCLandingCrew_Scanner", "", "Markers\InvisibleGeneric01.nif"
0x00251DD5, "ShipStoolA_Seat_Bar01", "Stool", "Furniture\shipfurniture\shipstool_seat_01.nif"
0x0025220D, "NPCCrouchAndWait", "", "Markers\InvisibleGeneric01.nif"
0x00252327, "NPCWallLeanBack", "", "Markers\InvisibleGeneric01.nif"
0x00252AAA, "LocStoryShipwreckWoundedMarker", "", "Markers\InvisibleGeneric01.nif"
0x00252AAB, "REOverlayWoundedMarker", "", "Markers\InvisibleGeneric01.nif"
0x002534D5, "NPCSupervisorStation01", "", "Markers\InvisibleGeneric01.nif"
0x002578A3, "OPM_BedA_Low02_Inverse", "Bed", "SetDressing\OPM\OPM_BedA_Low01.nif"
0x00258031, "NPCWallLeanShoulderLeft", "", "Markers\InvisibleGeneric01.nif"
0x0025B9D1, "NPCWelder", "", "Markers\InvisibleGeneric01.nif"
0x0025E8D7, "NPCRailLeanFront", "", "Markers\InvisibleGeneric01.nif"
0x0025E8DF, "Invisible_NPC_Terminal_Standing", "", "Markers\InvisibleGeneric01.nif"
0x0025E8E6, "NPCRailLeanBack", "", "Markers\InvisibleGeneric01.nif"
0x0025E8EB, "NPCChair_Executive", "Chair", "Furniture\Chairs\Lodge\ChairLodgeStandard01.nif"
0x0025EAE0, "LocStoryMysteryWoundedMarker_Old", "", "Markers\InvisibleGeneric01.nif"
0x0025EB0F, "NPCClipboard", "", "Markers\InvisibleGeneric01.nif"
0x0025ECDE, "NPCWritingAtLodgeDesk", "Chair", "Furniture\Chairs\Lodge\ChairLodgeDesk01.nif"
0x0025ECE1, "NPCBartender_Standing", "", "Markers\InvisibleGeneric01.nif"
0x0026061A, "SauvagesBench01", "Bench", "SetDressing\Neon\Sauvages\SauvagesBench01.nif"
0x0026192A, "NPCInspecting", "", "Markers\InvisibleGeneric01.nif"
0x002650AD, "MQ101_002_LinSupervisorScene_LinFurnitureMarker", "", "Markers\InvisibleGeneric01.nif"
0x00265B04, "NPCChair_Generic02_Free", "Chair", "Furniture\Chairs\ChairPlastic01.nif"
