FormID, EditorID, Name, Race, Acbs1, Acbs2, Acbs3, Acbs4, Factions
0x001A999C, "PCM_Shoza_Shoza-III_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A999D, "PCM_Shoza_Shoza-III_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A999E, "PCM_Shoza_Shoza-III_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A999F, "PCM_Shoza_Shoza-II_Critter03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A0, "PCM_Shoza_Shoza-II_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A1, "PCM_Shoza_Shoza-II_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A2, "PCM_Shoza_Shoza-II_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A3, "PCM_Shoza_Shoza-II_Prey02", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A4, "PCM_Shoza_Shoza-II_Prey01", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A5, "PCM_Shoza_Shoza-II_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A99A6, "PCM_Shoza_Shoza-II_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9ACA, "PCM_Shoza_Shoza-II_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9AFE, "Satellite_Camera01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00010000", "0x00000000", "0x00000023", "PlayerFriendFaction"
0x001A9AFF, "Satellite_GenericBeacon01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00010000", "0x00000000", "0x00000023", "PlayerFriendFaction"
0x001A9C67, "PCM_Sakharov_Asteroid_PredatorA", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x5F4A0023", "LC056MayaCruzFaction"
0x001A9C7F, "PCM_Marduk_Marduk-IV_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C80, "PCM_Marduk_Marduk-IV_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C81, "PCM_Marduk_Marduk-IV_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C82, "PCM_Marduk_Marduk-IV_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C83, "PCM_Marduk_Marduk-IV_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C84, "PCM_Marduk_Marduk-IV_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C85, "PCM_Marduk_Marduk-IV_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001A9C86, "PCM_Marduk_Marduk-IV_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA10E, "PCM_Kumasi_Kumasi-II_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA10F, "PCM_Kumasi_Kumasi-II_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA110, "PCM_Kumasi_Kumasi-II_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA111, "PCM_Kumasi_Kumasi-II_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA112, "PCM_Kumasi_Kumasi-II_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AA113, "PCM_Kumasi_Kumasi-II_Predator01", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001ABC65, "Asp_Personnel_C_Generic_Civshuttle_AbyssTrekker_Template_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x0006001E", "0x00000000", "0x44BD0023", ""
0x001ABC67, "MQ105_SlaytonBodyguard_WeaponOut", "Slayton's Bodyguard", "Human", "0x00000001", "0x00080005", "0x00000000", "0x5F0B0023", "CrimeFactionSlaytonExecutive, MQ105SlaytonBodyguardFaction, MQ105SlaytonSecurityDialogueFaction"
0x001AC0D2, "AudioTemplate_Creature_QuadrupedA_Aa", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D3, "AudioTemplate_Creature_QuadrupedA_Ab", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D4, "AudioTemplate_Creature_QuadrupedA_Ac", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D5, "AudioTemplate_Creature_QuadrupedA_Ba", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D6, "AudioTemplate_Creature_QuadrupedA_Bb", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D7, "AudioTemplate_Creature_QuadrupedA_Bc", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D8, "AudioTemplate_Creature_QuadrupedA_Ca", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0D9, "AudioTemplate_Creature_QuadrupedA_Cb", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0DA, "AudioTemplate_Creature_QuadrupedA_Cc", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0DB, "AudioTemplate_Creature_QuadrupedA_Da", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0DC, "AudioTemplate_Creature_QuadrupedA_Db", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC0DD, "AudioTemplate_Creature_QuadrupedA_Dc", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AC31B, "MissionBoardPassenger_Type08", "Miner", "Human", "0x00000001", "0x0008000F", "0x00000000", "0x5F3F0023", "MissionBoardPassengerFaction, MissionBoardPassengerFactionType08, CrimeFactionUC"
0x001ACA05, "AudioTemplate_Creature_FlyerA_Cc", "", "FlyerARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001ACA06, "AudioTemplate_Creature_FlyerA_Db", "", "FlyerARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001ACA09, "AudioTemplate_Creature_FlyerA_Dc", "", "FlyerARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001ACA0B, "AudioTemplate_Creature_FlyerA_Bb", "", "FlyerARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001ACA0C, "AudioTemplate_Creature_FlyerA_Bc", "", "FlyerARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001AD03D, "PCM_Kumasi_Kumasi-II_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD03E, "PCM_Kumasi_Kumasi-II_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD18C, "PCM_Hawking_Hawking-I_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD18D, "PCM_Hawking_Hawking-I_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD18E, "PCM_Hawking_Hawking-I_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD18F, "PCM_Hawking_Hawking-I_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD190, "PCM_Hawking_Hawking-I_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD191, "PCM_Hawking_Hawking-I_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD192, "PCM_Hawking_Hawking-I_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD193, "PCM_Hawking_Hawking-I_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AD194, "LvlSpacer_Aggro", "", "Human", "0x00000009", "0x0008000F", "0x00000000", "0x5FEF0023", ""
0x001AE4DF, "PCM_Beta-Marae_Beta-Marae-I_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E0, "PCM_Beta-Marae_Beta-Marae-I_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E1, "PCM_Beta-Marae_Beta-Marae-I_Prey05", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E2, "PCM_Beta-Marae_Beta-Marae-I_Prey04", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E3, "PCM_Beta-Marae_Beta-Marae-I_Prey03", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E4, "PCM_Beta-Marae_Beta-Marae-I_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E5, "PCM_Beta-Marae_Beta-Marae-I_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E6, "PCM_Beta-Marae_Beta-Marae-I_Predator03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E7, "PCM_Beta-Marae_Beta-Marae-I_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AE4E8, "PCM_Beta-Marae_Beta-Marae-I_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF637, "CCT_Creature_DR010_03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF638, "CCT_Creature_DR010_02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF63C, "PCM_Bardeen_Bardeen-III_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF63D, "PCM_Bardeen_Bardeen-III_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF63E, "PCM_Bardeen_Bardeen-III_Prey04", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF63F, "PCM_Bardeen_Bardeen-III_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF640, "PCM_Bardeen_Bardeen-III_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF641, "PCM_Bardeen_Bardeen-III_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF642, "PCM_Bardeen_Bardeen-III_Predator03", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF643, "PCM_Bardeen_Bardeen-III_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF644, "PCM_Bardeen_Bardeen-III_Predator01", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001AF645, "CCT_Creature_DR010_01", "", "CCT_DummyRace", "0x00000000", "0x0006000F", "0x00000000", "0x7F7E0023", ""
0x001AFE7E, "EncSecurityFaceF02_ECS", "", "Human", "0x00000011", "0x00010005", "0x00000000", "0x00000023", ""
0x001AFE7F, "EncSecurityFaceF01_ECS", "", "Human", "0x00000011", "0x00010005", "0x00000000", "0x00000023", ""
0x001AFE80, "EncSecurityFaceM02_ECS", "", "Human", "0x00000010", "0x00010005", "0x00000000", "0x00000023", ""
0x001AFE81, "EncSecurityFaceM01_ECS", "", "Human", "0x00000010", "0x00010005", "0x00000000", "0x00000023", ""
0x001B003A, "PCM_Volii_Volii-Epsilon_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0044, "PCM_Lunara_Vesta_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0045, "PCM_Lunara_Vesta_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0046, "PCM_Lunara_Vesta_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0047, "PCM_Lunara_Vesta_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0048, "PCM_Lunara_Vesta_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0049, "PCM_Lunara_Vesta_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0159, "AudioTemplate_Creature_QuadrupedB_Aa", "", "QuadrupedARace", "0x00000100", "0x00010000", "0x00000000", "0x00000023", ""
0x001B034D, "PCM_Verne_Verne-II_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B034E, "PCM_Verne_Verne-II_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B034F, "PCM_Verne_Verne-II_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0350, "PCM_Verne_Verne-II_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0351, "PCM_Verne_Verne-II_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0352, "PCM_Verne_Verne-II_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B03A6, "RL082_TradeAuthorityWarehouse_AutopilotAI", "", "AutopilotRace", "0x80000000", "0x00230000", "0x00000000", "0x00000023", ""
0x001B04AC, "Biome_Predator_FactionA_HerdMedium", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x7FBF0023", ""
0x001B04AD, "Biome_Prey_FactionA_HerdMedium", "", "Human", "0x00000000", "0x00010000", "0x00000000", "0x7FBF0023", ""
0x001B0519, "PCM_Zosma_Zosma-V-a_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B051A, "PCM_Zosma_Zosma-V-a_Prey02", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B051B, "PCM_Zosma_Zosma-V-a_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B051D, "PCM_Zosma_Zosma-V-a_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0637, "PCM_Vega_Vega-II-C_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0645, "PCM_Vega_Vega-II-C_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0646, "PCM_Vega_Vega-II-C_Prey02", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0647, "PCM_Vega_Vega-II-C_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0648, "PCM_Vega_Vega-II-C_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0649, "PCM_Vega_Vega-II-C_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B064A, "PCM_Ursae-Minoris_Ursa-Minor-II_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B064E, "PCM_Ursae-Minoris_Ursa-Minor-II_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B064F, "PCM_Ursae-Minoris_Ursa-Minor-II_Prey01", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0650, "PCM_Ursae-Minoris_Ursa-Minor-II_Predator01", "", "CCT_DummyRace", "0x00000100", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0653, "PCM_Zeta-Ophiuchi_Zeta-Ophiuchi-VI-a_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B0677, "PCM_Zeta-Ophiuchi_Zeta-Ophiuchi-VI-a_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1359, "LvlMarine_Female", "", "Human", "0x00000009", "0x0005000A", "0x00000000", "0x7FFF0023", ""
0x001B13B0, "LvlVanguard_Female", "", "Human", "0x00000009", "0x0005000A", "0x00000000", "0x7FFF0023", ""
0x001B13D9, "LvlVanguard_Male", "", "Human", "0x00000008", "0x0005000A", "0x00000000", "0x7FFF0023", ""
0x001B159A, "PCM_Alpha-Tirna_Tirna-X-A_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B159B, "PCM_Alpha-Tirna_Tirna-X-A_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B159E, "PCM_Tidacha_Tidacha-I_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B159F, "PCM_Tidacha_Tidacha-I_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A0, "PCM_Tidacha_Tidacha-I_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A1, "PCM_Tidacha_Tidacha-I_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A2, "PCM_Tidacha_Tidacha-I_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A3, "PCM_Tidacha_Tidacha-I_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A4, "PCM_Alpha-Tirna_Tirna-VIII-C_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A5, "PCM_Alpha-Tirna_Tirna-VIII-C_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A6, "PCM_Alpha-Tirna_Tirna-VIII-C_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A7, "PCM_Alpha-Tirna_Tirna-VIII-C_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A8, "PCM_Alpha-Tirna_Tirna-II_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15A9, "PCM_Alpha-Tirna_Tirna-II_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15AA, "PCM_Alpha-Tirna_Tirna-II_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15AB, "PCM_Alpha-Tirna_Tirna-II_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15AC, "PCM_Alpha-Tirna_Tirna-II_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B15AD, "PCM_Alpha-Tirna_Tirna-II_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1742, "PCM_Rutherford_Rutherford-III_Critter02", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1743, "PCM_Rutherford_Rutherford-III_Critter01", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1DE1, "PCM_Rutherford_Rutherford-III_Prey03", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1DE5, "PCM_Rutherford_Rutherford-III_Prey02", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1DE7, "PCM_Rutherford_Rutherford-III_Prey01", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1DE9, "PCM_Rutherford_Rutherford-III_Predator02", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B1DEA, "PCM_Rutherford_Rutherford-III_Predator01", "", "OctopedeARace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B20B6, "PCM_Masada_Masada-III_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B20B7, "PCM_Masada_Masada-III_Prey03", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B20B8, "PCM_Masada_Masada-III_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B20BA, "PCM_Masada_Masada-III_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B218B, "PCM_Masada_Masada-III_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B218C, "PCM_Masada_Masada-III_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B21BA, "EncShip_LIST_A_Cargo_MULE01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x0010002D", "0x00000000", "0x44AA0023", ""
0x001B21BC, "EncShip_LIST_A_Cargo_MULE03_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x0030007D", "0x00000000", "0x04AA0023", ""
0x001B21BE, "EncShip_LIST_A_Econohaul01_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00080019", "0x00000000", "0x44AA0023", ""
0x001B21C0, "EncShip_LIST_A_Econohaul02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00260064", "0x00000000", "0x44AA0023", ""
0x001B21C2, "EncShip_LIST_A_Cargo_MULE02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00180041", "0x00000000", "0x44AA0023", ""
0x001B21C4, "EncShip_LIST_B_Cargo_CarryAll03_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x003E00BE", "0x00000000", "0x44AA0023", ""
0x001B21C6, "EncShip_LIST_B_Cargo_SpaceOx01_AutopilotAI", "", "AutopilotRace", "0x00000010", "0x00160046", "0x00000000", "0x44AA0023", ""
0x001B21C9, "EncShip_LIST_B_Personnel_Slipstream01_AutopilotAI", "", "AutopilotRace", "0x00000011", "0x00100037", "0x00000000", "0x44AA0023", ""
0x001B21CB, "EncShip_LIST_B_Venture02_AutopilotAI", "", "AutopilotRace", "0x00000000", "0x00220069", "0x00000000", "0x44AA0023", ""
0x001B2626, "FC_AC_AldwinWright", "Aldwin Wright", "Human", "0x00000020", "0x00010000", "0x00000000", "0x6C120023", "AkilaCityFaction, CrimeFactionFreestar"
0x001B2627, "FC_AC_AhnjongSinclair", "Ahnjong Sinclair", "Human", "0x00000021", "0x00010000", "0x00000000", "0x64120023", "AkilaCityFaction, CrimeFactionFreestar, Vendor_City_AC_AhnjongSinclairFaction"
0x001B30A1, "SD02_Actor_Miner", "Miner", "Human", "0x00000000", "0x00010000", "0x00000000", "0x00010023", "CrimeFactionUC, GagarinFaction"
0x001B30A4, "PCM_Beta-Marae_Beta-Marae-I_Predator02INSTANCE_FakeCombat", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7FF70023", ""
0x001B30A5, "PCM_Beta-Marae_Beta-Marae-I_Prey02INSTANCE_FakeCombat", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7FF70023", ""
0x001B4C03, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Critter02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4C04, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4C05, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Prey02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4C06, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4C07, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Predator02", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4C08, "PCM_Tau-Ceti_Tau-Ceti-VIII-B_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4E75, "PCM_Syrma_Syrma-VII-A_Critter01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4E76, "PCM_Syrma_Syrma-VII-A_Prey01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
0x001B4E77, "PCM_Syrma_Syrma-VII-A_Predator01", "", "CCT_DummyRace", "0x00000000", "0x00010005", "0x00000000", "0x7F7E0023", ""
